geo_lat,geo_lon,met_rh,met_temp,model_pm_pm1,model_pm_pm10,model_pm_pm25,pm1,pm10,pm25,sn,timestamp,timestamp_local,url
5.65136,-0.18566,67.48,27.27,9434,9436,9435,8.81,101.659,11.87,MOD-PM-01068,2023-11-24T23:19:44,2023-11-24T23:19:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/421455491
5.65136,-0.18566,67.4,27.27,9434,9436,9435,11.427,123.758,14.966,MOD-PM-01068,2023-11-24T23:18:44,2023-11-24T23:18:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/421455498
5.65136,-0.18566,67.33,27.27,9434,9436,9435,12.597,80.927,16.316,MOD-PM-01068,2023-11-24T23:17:44,2023-11-24T23:17:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/421453570
5.65136,-0.18566,67.22,27.29,9434,9436,9435,14.15,95.406,17.408,MOD-PM-01068,2023-11-24T23:16:44,2023-11-24T23:16:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/421453571
5.65136,-0.18566,67.25,27.3,9434,9436,9435,16.206,64.235,19.853,MOD-PM-01068,2023-11-24T23:15:44,2023-11-24T23:15:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/421453572
5.65136,-0.18566,67.17,27.3,9434,9436,9435,15.948,96.684,19.155,MOD-PM-01068,2023-11-24T23:14:44,2023-11-24T23:14:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/421453573
5.65136,-0.18566,67.06,27.3,9434,9436,9435,12.752,99.999,16.735,MOD-PM-01068,2023-11-24T23:13:44,2023-11-24T23:13:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/421451677
5.65136,-0.18566,67.02,27.31,9434,9436,9435,16.257,76.141,19.464,MOD-PM-01068,2023-11-24T23:12:44,2023-11-24T23:12:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/421451679
5.65136,-0.18566,67.06,27.31,9434,9436,9435,13.174,79.39,16.417,MOD-PM-01068,2023-11-24T23:11:44,2023-11-24T23:11:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/421451680
5.65136,-0.18566,67.05,27.31,9434,9436,9435,22.35,79.539,25.918,MOD-PM-01068,2023-11-24T23:10:44,2023-11-24T23:10:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/421451678
5.65136,-0.18566,67.16,27.3,9434,9436,9435,38.852,100.812,43.184,MOD-PM-01068,2023-11-24T23:09:44,2023-11-24T23:09:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/421451681
5.65136,-0.18566,81.99,26.95,9434,9436,9435,6.888,83.165,11.105,MOD-PM-01068,2023-11-25T23:56:44,2023-11-25T23:56:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422164572
5.65136,-0.18566,81.99,26.96,9434,9436,9435,6.274,53.197,10.932,MOD-PM-01068,2023-11-25T23:55:44,2023-11-25T23:55:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422164571
5.65136,-0.18566,82.02,26.97,9434,9436,9435,8.154,62.355,12.455,MOD-PM-01068,2023-11-25T23:54:44,2023-11-25T23:54:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422164570
5.65136,-0.18566,82.08,26.96,9434,9436,9435,5.735,35.177,11.412,MOD-PM-01068,2023-11-25T23:53:44,2023-11-25T23:53:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422164568
5.65136,-0.18566,82.09,26.97,9434,9436,9435,5.798,46.322,10.279,MOD-PM-01068,2023-11-25T23:52:44,2023-11-25T23:52:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422164569
5.65136,-0.18566,82.06,26.98,9434,9436,9435,6.332,49.896,11.11,MOD-PM-01068,2023-11-25T23:51:44,2023-11-25T23:51:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422162312
5.65136,-0.18566,82.04,26.97,9434,9436,9435,5.638,66.741,10.24,MOD-PM-01068,2023-11-25T23:50:44,2023-11-25T23:50:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422162314
5.65136,-0.18566,82.01,26.97,9434,9436,9435,5.578,72.672,10.718,MOD-PM-01068,2023-11-25T23:49:44,2023-11-25T23:49:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422162313
5.65136,-0.18566,82.01,26.98,9434,9436,9435,8.759,77.096,13.266,MOD-PM-01068,2023-11-25T23:48:44,2023-11-25T23:48:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422162315
5.65136,-0.18566,81.95,26.98,9434,9436,9435,8.389,40.883,12.7,MOD-PM-01068,2023-11-25T23:47:44,2023-11-25T23:47:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422162311
5.65136,-0.18566,81.9,27,9434,9436,9435,7.349,30.456,11.442,MOD-PM-01068,2023-11-25T23:46:44,2023-11-25T23:46:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422159923
5.65136,-0.18566,81.87,27,9434,9436,9435,6.975,53.672,11.563,MOD-PM-01068,2023-11-25T23:45:44,2023-11-25T23:45:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422159925
5.65136,-0.18566,81.88,27.01,9434,9436,9435,6.066,153.968,10.553,MOD-PM-01068,2023-11-25T23:44:44,2023-11-25T23:44:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422159926
5.65136,-0.18566,81.82,27.02,9434,9436,9435,8.521,92.66,12.207,MOD-PM-01068,2023-11-25T23:43:44,2023-11-25T23:43:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422159924
5.65136,-0.18566,81.71,27.04,9434,9436,9435,5.804,78.508,8.942,MOD-PM-01068,2023-11-25T23:42:44,2023-11-25T23:42:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422159922
5.65136,-0.18566,81.7,27.05,9434,9436,9435,4.902,103.418,8.61,MOD-PM-01068,2023-11-25T23:41:44,2023-11-25T23:41:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422157669
5.65136,-0.18566,81.69,27.06,9434,9436,9435,6.396,101.938,10.061,MOD-PM-01068,2023-11-25T23:40:44,2023-11-25T23:40:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422157667
5.65136,-0.18566,81.64,27.06,9434,9436,9435,6.341,119.451,10.645,MOD-PM-01068,2023-11-25T23:39:44,2023-11-25T23:39:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422157670
5.65136,-0.18566,81.68,27.07,9434,9436,9435,4.202,83.567,7.284,MOD-PM-01068,2023-11-25T23:38:44,2023-11-25T23:38:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422157671
5.65136,-0.18566,81.65,27.07,9434,9436,9435,6.09,144.085,9.797,MOD-PM-01068,2023-11-25T23:37:44,2023-11-25T23:37:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422157668
5.65136,-0.18566,81.62,27.07,9434,9436,9435,6.257,82.633,10.826,MOD-PM-01068,2023-11-25T23:36:44,2023-11-25T23:36:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422155232
5.65136,-0.18566,81.72,27.07,9434,9436,9435,4.769,88.04,8.406,MOD-PM-01068,2023-11-25T23:35:44,2023-11-25T23:35:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422155234
5.65136,-0.18566,81.8,27.06,9434,9436,9435,5.828,82.799,9.336,MOD-PM-01068,2023-11-25T23:34:44,2023-11-25T23:34:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422155231
5.65136,-0.18566,81.74,27.07,9434,9436,9435,5.704,60.707,9.391,MOD-PM-01068,2023-11-25T23:33:44,2023-11-25T23:33:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422155235
5.65136,-0.18566,81.77,27.07,9434,9436,9435,6.733,95.122,9.857,MOD-PM-01068,2023-11-25T23:32:44,2023-11-25T23:32:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422155233
5.65136,-0.18566,81.75,27.06,9434,9436,9435,6.533,35.554,9.906,MOD-PM-01068,2023-11-25T23:31:44,2023-11-25T23:31:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422152932
5.65136,-0.18566,81.71,27.09,9434,9436,9435,7.333,37.37,10.393,MOD-PM-01068,2023-11-25T23:30:44,2023-11-25T23:30:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422152931
5.65136,-0.18566,81.64,27.1,9434,9436,9435,5.413,49.378,8.9,MOD-PM-01068,2023-11-25T23:29:44,2023-11-25T23:29:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422152929
5.65136,-0.18566,81.66,27.1,9434,9436,9435,5.553,75.177,8.862,MOD-PM-01068,2023-11-25T23:28:44,2023-11-25T23:28:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422152930
5.65136,-0.18566,81.61,27.11,9434,9436,9435,6.244,65.492,10.027,MOD-PM-01068,2023-11-25T23:27:44,2023-11-25T23:27:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422152928
5.65136,-0.18566,81.52,27.12,9434,9436,9435,5.871,64.218,9.155,MOD-PM-01068,2023-11-25T23:26:44,2023-11-25T23:26:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422150579
5.65136,-0.18566,81.5,27.13,9434,9436,9435,5.53,103.077,8.89,MOD-PM-01068,2023-11-25T23:25:44,2023-11-25T23:25:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422150578
5.65136,-0.18566,81.46,27.13,9434,9436,9435,5.938,53.883,9.333,MOD-PM-01068,2023-11-25T23:24:44,2023-11-25T23:24:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422150580
5.65136,-0.18566,81.4,27.15,9434,9436,9435,5.309,86.568,9.436,MOD-PM-01068,2023-11-25T23:23:44,2023-11-25T23:23:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422150577
5.65136,-0.18566,81.4,27.16,9434,9436,9435,6.995,75.999,10.703,MOD-PM-01068,2023-11-25T23:22:44,2023-11-25T23:22:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422150576
5.65136,-0.18566,81.3,27.17,9434,9436,9435,5.258,68.958,8.535,MOD-PM-01068,2023-11-25T23:21:44,2023-11-25T23:21:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422148303
5.65136,-0.18566,81.26,27.18,9434,9436,9435,4.642,93.82,8.37,MOD-PM-01068,2023-11-25T23:20:44,2023-11-25T23:20:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422148302
5.65136,-0.18566,81.31,27.18,9434,9436,9435,7.501,45.735,10.861,MOD-PM-01068,2023-11-25T23:19:44,2023-11-25T23:19:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422148299
5.65136,-0.18566,81.26,27.19,9434,9436,9435,7.23,61.732,11.685,MOD-PM-01068,2023-11-25T23:18:44,2023-11-25T23:18:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422148301
5.65136,-0.18566,81.22,27.21,9434,9436,9435,8.791,64.785,11.709,MOD-PM-01068,2023-11-25T23:17:44,2023-11-25T23:17:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422148300
5.65136,-0.18566,81.15,27.22,9434,9436,9435,5.692,65.922,9.19,MOD-PM-01068,2023-11-25T23:16:44,2023-11-25T23:16:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422145952
5.65136,-0.18566,81.15,27.22,9434,9436,9435,9.069,45.901,12.178,MOD-PM-01068,2023-11-25T23:15:44,2023-11-25T23:15:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422145949
5.65136,-0.18566,81.14,27.23,9434,9436,9435,6.356,78.429,9.799,MOD-PM-01068,2023-11-25T23:14:44,2023-11-25T23:14:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422145951
5.65136,-0.18566,81.15,27.23,9434,9436,9435,8.586,67.799,12.507,MOD-PM-01068,2023-11-25T23:13:44,2023-11-25T23:13:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422145953
5.65136,-0.18566,81.19,27.24,9434,9436,9435,8.663,68.187,12.944,MOD-PM-01068,2023-11-25T23:12:44,2023-11-25T23:12:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422145950
5.65136,-0.18566,81.11,27.26,9434,9436,9435,7.971,110.809,12.205,MOD-PM-01068,2023-11-25T23:11:44,2023-11-25T23:11:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422143682
5.65136,-0.18566,81.12,27.27,9434,9436,9435,9.428,104.22,14.445,MOD-PM-01068,2023-11-25T23:10:44,2023-11-25T23:10:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422143683
5.65136,-0.18566,81.1,27.28,9434,9436,9435,6.552,76.269,11.08,MOD-PM-01068,2023-11-25T23:09:44,2023-11-25T23:09:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422143686
5.65136,-0.18566,81.06,27.3,9434,9436,9435,10.31,97.571,14.722,MOD-PM-01068,2023-11-25T23:08:44,2023-11-25T23:08:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422143685
5.65136,-0.18566,81.01,27.31,9434,9436,9435,9.791,43.246,13.547,MOD-PM-01068,2023-11-25T23:07:44,2023-11-25T23:07:44,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/422143684
