val.NO2.weV,val.NO2.cnc,val.NO2.aeV,val.NO2.weC,val.NO2.vCal,val.NO.weV,val.NO.cnc,val.NO.aeV,val.NO.weC,val.NO.vCal,val.sht.hmd,val.sht.tmp,rec,ver,tag,src,exg.val.NO2.cnc,exg.val.NO.cnc,exg.src
0.27644,3,0.27532,-0.00536,-10.177,0.32044,-273.1,0.31075,0.23418,6.466,61.8,32.9,2023-11-29T09:40:58Z,2,scs-bgx-868,AFE,13,18.1,uE.1
0.27594,0.5,0.27544,-0.00609,-12.367,0.32094,-273.4,0.31075,0.23404,7.668,61.8,32.7,2023-11-29T09:41:08Z,2,scs-bgx-868,AFE,10.7,19.6,uE.1
0.27769,6.1,0.2755,-0.0045,-6.396,0.31875,-276.2,0.31082,0.23289,2.236,62.9,32.9,2023-11-29T09:41:18Z,2,scs-bgx-868,AFE,17.5,14.9,uE.1
0.27838,8.1,0.27557,-0.00394,-4.205,0.31894,-275.7,0.31082,0.23307,2.692,61.9,32.9,2023-11-29T09:41:28Z,2,scs-bgx-868,AFE,19.9,15.9,uE.1
0.27657,1.7,0.27557,-0.00576,-10.601,0.32082,-270.3,0.31088,0.23534,7.067,62,32.9,2023-11-29T09:41:38Z,2,scs-bgx-868,AFE,12.9,19.7,uE.1
0.27607,-0.6,0.27563,-0.00639,-12.58,0.32119,-267.5,0.311,0.2365,7.668,61.8,32.9,2023-11-29T09:41:48Z,2,scs-bgx-868,AFE,11.1,20,uE.1
0.27625,0.6,0.27557,-0.00607,-11.731,0.32144,-266.9,0.311,0.23675,8.269,61.2,32.9,2023-11-29T09:41:58Z,2,scs-bgx-868,AFE,12.3,19.7,uE.1
0.2745,-5.7,0.27557,-0.00783,-17.915,0.32275,-262,0.31107,0.23878,11.25,60.4,33,2023-11-29T09:42:08Z,2,scs-bgx-868,AFE,7.6,26.9,uE.1
0.275,-3.9,0.27557,-0.00732,-16.148,0.32182,-264.1,0.31113,0.23791,8.87,61,32.9,2023-11-29T09:42:18Z,2,scs-bgx-868,AFE,9.9,19.6,uE.1
0.27569,-1.9,0.27563,-0.00676,-13.922,0.32138,-266.1,0.31107,0.23708,7.957,60.7,32.9,2023-11-29T09:42:28Z,2,scs-bgx-868,AFE,9.3,19.4,uE.1
0.27625,0,0.27563,-0.00621,-11.943,0.32082,-263.8,0.31125,0.23802,6.178,60.9,33,2023-11-29T09:42:38Z,2,scs-bgx-868,AFE,11.8,17.3,uE.1
0.277,2.6,0.27563,-0.00548,-9.293,0.32025,-263.5,0.31132,0.23818,4.639,60.8,33.1,2023-11-29T09:42:48Z,2,scs-bgx-868,AFE,14.1,15.4,uE.1
0.27613,-0.9,0.27569,-0.00649,-12.58,0.3215,-259.5,0.31138,0.23982,7.5,60.3,33.1,2023-11-29T09:42:58Z,2,scs-bgx-868,AFE,9.9,18.1,uE.1
0.27619,-0.7,0.27569,-0.00642,-12.367,0.32125,-259.2,0.31144,0.23997,6.755,60,33.1,2023-11-29T09:43:08Z,2,scs-bgx-868,AFE,9.7,16.9,uE.1
0.27663,-0.1,0.27582,-0.00626,-11.272,0.32069,-259.7,0.31144,0.23973,5.409,61,33.2,2023-11-29T09:43:18Z,2,scs-bgx-868,AFE,12.4,16.4,uE.1
0.27844,5.8,0.27588,-0.00458,-5.088,0.31888,-264.1,0.31144,0.23791,1.058,61.8,33.2,2023-11-29T09:43:28Z,2,scs-bgx-868,AFE,22.5,13,uE.1
0.27794,4,0.27588,-0.00508,-6.855,0.32057,-257.2,0.31163,0.24079,4.663,61.1,33.2,2023-11-29T09:43:38Z,2,scs-bgx-868,AFE,20.1,15.2,uE.1
0.27613,-2.4,0.27588,-0.00689,-13.251,0.32219,-252.3,0.31169,0.24281,8.413,59.6,33.2,2023-11-29T09:43:48Z,2,scs-bgx-868,AFE,10.1,18,uE.1
0.27557,-3.9,0.27582,-0.00734,-15.018,0.32263,-249.5,0.31175,0.24397,9.327,60.2,33.3,2023-11-29T09:43:58Z,2,scs-bgx-868,AFE,8.3,18.9,uE.1
0.27569,-4,0.27588,-0.00737,-14.806,0.32225,-249.7,0.31175,0.24392,8.413,59.9,33.4,2023-11-29T09:44:08Z,2,scs-bgx-868,AFE,9.5,16.7,uE.1
0.27575,-3.3,0.27582,-0.00716,-14.382,0.32213,-251.7,0.31169,0.24307,8.269,59.6,33.3,2023-11-29T09:44:18Z,2,scs-bgx-868,AFE,11.6,15.5,uE.1
0.27519,-4.9,0.27575,-0.0076,-16.113,0.3225,-249.1,0.31175,0.24417,9.014,59.3,33.4,2023-11-29T09:44:28Z,2,scs-bgx-868,AFE,10.1,15.5,uE.1
0.27613,-2.1,0.27582,-0.00681,-13.039,0.32157,-247.7,0.31194,0.24475,6.322,59.4,33.5,2023-11-29T09:44:38Z,2,scs-bgx-868,AFE,12.8,13.7,uE.1
0.2765,-0.8,0.27582,-0.00644,-11.731,0.32188,-245,0.31207,0.24586,6.755,59.7,33.5,2023-11-29T09:44:48Z,2,scs-bgx-868,AFE,16.6,13.9,uE.1
0.27707,0.8,0.27588,-0.00601,-9.929,0.32075,-250.6,0.31188,0.24354,4.495,59.8,33.5,2023-11-29T09:44:58Z,2,scs-bgx-868,AFE,18.7,11.5,uE.1
0.27619,-1.8,0.27582,-0.00673,-12.827,0.32194,-251.4,0.31169,0.24321,7.813,59.3,33.4,2023-11-29T09:45:08Z,2,scs-bgx-868,AFE,16.8,14.9,uE.1
0.27538,-4.7,0.27582,-0.00756,-15.689,0.32219,-248.1,0.31182,0.24458,8.101,59.1,33.5,2023-11-29T09:45:18Z,2,scs-bgx-868,AFE,13.8,15.4,uE.1
0.27582,-3.1,0.27582,-0.00711,-14.134,0.32225,-246.8,0.31194,0.24511,7.957,59.5,33.4,2023-11-29T09:45:28Z,2,scs-bgx-868,AFE,15.7,15.4,uE.1
0.27544,-3.6,0.27569,-0.00724,-15.018,0.32213,-249.2,0.31175,0.24412,8.125,59.1,33.5,2023-11-29T09:45:38Z,2,scs-bgx-868,AFE,14.8,15,uE.1
0.27575,-2,0.27563,-0.00679,-13.71,0.32125,-254.1,0.31157,0.24206,6.442,59.2,33.5,2023-11-29T09:45:48Z,2,scs-bgx-868,AFE,17.5,13.9,uE.1
0.27594,-0.9,0.27557,-0.00649,-12.827,0.3215,-248,0.31188,0.24462,6.298,59.1,33.6,2023-11-29T09:45:58Z,2,scs-bgx-868,AFE,19.2,13.8,uE.1
0.276,-0.7,0.27557,-0.00643,-12.615,0.32188,-243.2,0.31213,0.24659,6.611,59.1,33.6,2023-11-29T09:46:08Z,2,scs-bgx-868,AFE,19.4,13.7,uE.1
0.27588,-1.2,0.27557,-0.00655,-13.039,0.3215,-248.9,0.31182,0.24422,6.442,59.2,33.6,2023-11-29T09:46:18Z,2,scs-bgx-868,AFE,19.1,13.7,uE.1
0.27582,-1.8,0.27563,-0.00675,-13.463,0.32125,-253.3,0.31157,0.24238,6.442,59.4,33.6,2023-11-29T09:46:28Z,2,scs-bgx-868,AFE,18.6,13.7,uE.1
0.27619,-0.5,0.27563,-0.00637,-12.155,0.32088,-252.3,0.31169,0.2428,5.264,59.6,33.6,2023-11-29T09:46:38Z,2,scs-bgx-868,AFE,21.7,12.5,uE.1
0.27625,1.1,0.27544,-0.00591,-11.272,0.321,-250.1,0.31182,0.24372,5.24,59.4,33.6,2023-11-29T09:46:48Z,2,scs-bgx-868,AFE,23,12.5,uE.1
0.278,6.8,0.2755,-0.00429,-5.3,0.31888,-254.3,0.31188,0.242,0,60.5,33.6,2023-11-29T09:46:58Z,2,scs-bgx-868,AFE,30.9,9.5,uE.1
0.27769,5.7,0.2755,-0.00461,-6.396,0.31975,-252.2,0.31188,0.24287,2.091,60.1,33.6,2023-11-29T09:47:08Z,2,scs-bgx-868,AFE,30.9,9.5,uE.1
0.2765,1.1,0.27557,-0.00591,-10.848,0.32157,-247.7,0.31194,0.24475,6.322,59.6,33.5,2023-11-29T09:47:18Z,2,scs-bgx-868,AFE,23.4,13.7,uE.1
0.274,-8.2,0.27563,-0.00854,-19.894,0.32419,-243.3,0.31182,0.24658,12.909,59.4,33.5,2023-11-29T09:47:28Z,2,scs-bgx-868,AFE,11.8,24,uE.1
0.27438,-6.5,0.27557,-0.00805,-18.339,0.32307,-245.2,0.31182,0.24579,10.216,59.4,33.6,2023-11-29T09:47:38Z,2,scs-bgx-868,AFE,15.2,17.3,uE.1
0.27575,-1.1,0.2755,-0.00653,-13.251,0.322,-245.7,0.312,0.24559,7.212,59.6,33.5,2023-11-29T09:47:48Z,2,scs-bgx-868,AFE,18.4,14.3,uE.1
0.27582,-0.9,0.2755,-0.00647,-13.004,0.32238,-242.8,0.31213,0.24675,7.813,59.6,33.5,2023-11-29T09:47:58Z,2,scs-bgx-868,AFE,19.7,14.5,uE.1
0.27544,-1.7,0.27544,-0.00671,-14.134,0.32207,-244.5,0.31207,0.24604,7.212,59.4,33.5,2023-11-29T09:48:08Z,2,scs-bgx-868,AFE,18.3,14.3,uE.1
0.27569,-0.9,0.27544,-0.00647,-13.251,0.32219,-243.5,0.31207,0.2465,7.5,59.7,33.6,2023-11-29T09:48:18Z,2,scs-bgx-868,AFE,18.4,14.2,uE.1
0.27638,0.7,0.27557,-0.00602,-11.272,0.32207,-244.4,0.31213,0.24611,7.067,60,33.4,2023-11-29T09:48:28Z,2,scs-bgx-868,AFE,23.1,13.9,uE.1
0.27688,1.4,0.27569,-0.00582,-9.929,0.32163,-243.8,0.31213,0.24634,6.01,60.2,33.6,2023-11-29T09:48:38Z,2,scs-bgx-868,AFE,24.2,12.8,uE.1
0.27725,2.8,0.27569,-0.00544,-8.622,0.32163,-240,0.31238,0.24793,5.409,60,33.6,2023-11-29T09:48:48Z,2,scs-bgx-868,AFE,26.6,12.3,uE.1
0.27763,3.1,0.27582,-0.00535,-7.739,0.32138,-240.8,0.31232,0.24761,4.952,59.6,33.7,2023-11-29T09:48:58Z,2,scs-bgx-868,AFE,26.8,12.6,uE.1
0.27725,1.3,0.27588,-0.00586,-9.293,0.32188,-235.8,0.31257,0.2497,5.553,59.6,33.7,2023-11-29T09:49:08Z,2,scs-bgx-868,AFE,25.8,12.5,uE.1
0.27663,-0.8,0.27588,-0.00645,-11.484,0.32313,-234.4,0.31257,0.25028,8.558,59.9,33.5,2023-11-29T09:49:18Z,2,scs-bgx-868,AFE,22.8,14.5,uE.1
0.27732,1.2,0.27594,-0.00589,-9.258,0.32194,-239.1,0.31244,0.2483,6.01,60.8,33.5,2023-11-29T09:49:28Z,2,scs-bgx-868,AFE,27.3,12.7,uE.1
0.27594,-3.7,0.27594,-0.00728,-14.134,0.32325,-234.2,0.3125,0.25035,9.014,59,33.6,2023-11-29T09:49:38Z,2,scs-bgx-868,AFE,18.6,14.5,uE.1
0.27513,-6.1,0.27588,-0.00796,-16.784,0.32363,-232.4,0.31257,0.25112,9.76,59,33.6,2023-11-29T09:49:48Z,2,scs-bgx-868,AFE,16.2,17.3,uE.1
0.27582,-3.7,0.27588,-0.00728,-14.346,0.32257,-237.8,0.31238,0.24886,7.668,59.2,33.6,2023-11-29T09:49:58Z,2,scs-bgx-868,AFE,18.5,14.5,uE.1
0.27619,-2.4,0.27588,-0.00692,-13.039,0.3225,-234.2,0.31257,0.25033,7.043,58.9,33.7,2023-11-29T09:50:08Z,2,scs-bgx-868,AFE,19.1,14.1,uE.1
0.27619,-2.4,0.27588,-0.0069,-13.039,0.32257,-232,0.31275,0.25125,6.779,58.9,33.6,2023-11-29T09:50:18Z,2,scs-bgx-868,AFE,19.1,13.7,uE.1
0.27632,-2.5,0.27594,-0.00693,-12.792,0.32232,-229.9,0.31288,0.25213,5.865,59.1,33.7,2023-11-29T09:50:28Z,2,scs-bgx-868,AFE,19.6,13,uE.1
0.27613,-3.6,0.276,-0.00725,-13.675,0.32313,-228,0.31288,0.25294,7.813,59,33.7,2023-11-29T09:50:38Z,2,scs-bgx-868,AFE,18.7,14.5,uE.1
0.2755,-5.7,0.276,-0.00783,-15.901,0.32319,-234.2,0.31257,0.25034,8.702,59.8,33.5,2023-11-29T09:50:48Z,2,scs-bgx-868,AFE,17,14.8,uE.1
0.27607,-2.8,0.27588,-0.00701,-13.463,0.32275,-238.1,0.31238,0.24872,8.101,59.7,33.5,2023-11-29T09:50:58Z,2,scs-bgx-868,AFE,18.6,14.6,uE.1
0.27544,-4,0.27575,-0.00735,-15.23,0.32275,-238.9,0.31238,0.24838,8.101,60.1,33.4,2023-11-29T09:51:08Z,2,scs-bgx-868,AFE,17.2,14.5,uE.1
0.27469,-5.8,0.27563,-0.00786,-17.456,0.32332,-237.7,0.31232,0.24888,9.615,59.5,33.5,2023-11-29T09:51:18Z,2,scs-bgx-868,AFE,16.3,17.3,uE.1
0.27557,-1.3,0.27544,-0.00659,-13.675,0.32169,-241.6,0.31232,0.24726,5.697,60.2,33.5,2023-11-29T09:51:28Z,2,scs-bgx-868,AFE,18.9,12.6,uE.1
0.27432,-4.8,0.27532,-0.00757,-17.668,0.32313,-238.2,0.31232,0.24869,9.159,59.1,33.5,2023-11-29T09:51:38Z,2,scs-bgx-868,AFE,16.3,16.2,uE.1
0.27382,-5.6,0.27519,-0.00782,-18.975,0.323,-239.6,0.31219,0.24811,9.159,58.7,33.6,2023-11-29T09:51:48Z,2,scs-bgx-868,AFE,13.2,16.2,uE.1
0.27463,-2.7,0.27519,-0.007,-16.113,0.32213,-243.4,0.31213,0.2465,7.212,59.6,33.5,2023-11-29T09:51:58Z,2,scs-bgx-868,AFE,16.9,14.3,uE.1
0.27563,1.4,0.27513,-0.00584,-12.367,0.32132,-247,0.31213,0.24503,5.264,60,33.3,2023-11-29T09:52:08Z,2,scs-bgx-868,AFE,20.6,12.3,uE.1
0.27544,1.1,0.27507,-0.00592,-12.827,0.32075,-247.7,0.31207,0.24473,4.038,60,33.5,2023-11-29T09:52:18Z,2,scs-bgx-868,AFE,19.7,11.2,uE.1
0.27569,3,0.27494,-0.00538,-11.484,0.32082,-252,0.31188,0.24295,4.663,60.6,33.3,2023-11-29T09:52:28Z,2,scs-bgx-868,AFE,23.8,11.7,uE.1
0.27388,-2.5,0.27482,-0.00694,-17.456,0.32263,-246.8,0.31188,0.24509,9.014,59.6,33.4,2023-11-29T09:52:38Z,2,scs-bgx-868,AFE,16.3,14.6,uE.1
0.27363,-3.4,0.27482,-0.00718,-18.339,0.32238,-250.1,0.31175,0.24372,8.726,59.6,33.3,2023-11-29T09:52:48Z,2,scs-bgx-868,AFE,15.5,14.9,uE.1
0.27382,-2.7,0.27482,-0.00698,-17.668,0.32194,-251,0.31182,0.24335,7.5,59.8,33.2,2023-11-29T09:52:58Z,2,scs-bgx-868,AFE,16.3,14.2,uE.1
0.27469,0.8,0.27475,-0.00599,-14.346,0.321,-251.5,0.31188,0.24313,5.096,60.1,33.3,2023-11-29T09:53:08Z,2,scs-bgx-868,AFE,18.6,12.4,uE.1
0.27507,2.2,0.27475,-0.0056,-13.004,0.32069,-255.9,0.31169,0.24131,4.808,60.5,33.2,2023-11-29T09:53:18Z,2,scs-bgx-868,AFE,21.1,12,uE.1
0.27588,5,0.27475,-0.0048,-10.141,0.31982,-258.2,0.31163,0.24036,2.861,60.8,33.3,2023-11-29T09:53:28Z,2,scs-bgx-868,AFE,25.4,10.4,uE.1
0.27632,7.1,0.27469,-0.00422,-8.375,0.31969,-257.4,0.31175,0.2407,2.26,60.9,33.2,2023-11-29T09:53:38Z,2,scs-bgx-868,AFE,28,9.9,uE.1
0.2745,0.7,0.27469,-0.00602,-14.806,0.32157,-258.4,0.31144,0.24028,7.524,60.5,33.1,2023-11-29T09:53:48Z,2,scs-bgx-868,AFE,17.5,14.3,uE.1
0.27307,-3.9,0.27463,-0.00733,-19.647,0.32269,-253.8,0.31157,0.24219,9.904,60.3,33.1,2023-11-29T09:53:58Z,2,scs-bgx-868,AFE,12.8,17,uE.1
0.27369,-1.2,0.27457,-0.00657,-17.244,0.3215,-260.3,0.31138,0.2395,7.5,60.6,33,2023-11-29T09:54:08Z,2,scs-bgx-868,AFE,16.2,14.1,uE.1
0.27457,1.9,0.27457,-0.00568,-14.134,0.32069,-262.1,0.31144,0.23875,5.409,60.9,32.9,2023-11-29T09:54:18Z,2,scs-bgx-868,AFE,16.1,12,uE.1
0.27375,-0.5,0.2745,-0.00637,-16.784,0.32132,-263.6,0.31119,0.23813,7.524,60.6,33,2023-11-29T09:54:28Z,2,scs-bgx-868,AFE,12.3,13.4,uE.1
0.27375,0.4,0.27438,-0.00612,-16.36,0.32132,-260.9,0.31132,0.23924,7.212,60.4,33.1,2023-11-29T09:54:38Z,2,scs-bgx-868,AFE,11.8,13.6,uE.1
0.27382,1,0.27432,-0.00593,-15.901,0.32082,-264,0.31119,0.23795,6.322,60.1,33.1,2023-11-29T09:54:48Z,2,scs-bgx-868,AFE,12.2,12.7,uE.1
0.2745,3.5,0.27432,-0.00523,-13.498,0.32019,-264.4,0.31132,0.23779,4.495,60.1,33,2023-11-29T09:54:58Z,2,scs-bgx-868,AFE,12.4,10.3,uE.1
0.27525,5.7,0.27438,-0.00462,-11.06,0.32044,-258.3,0.31163,0.24034,4.351,60.3,33.1,2023-11-29T09:55:08Z,2,scs-bgx-868,AFE,14.9,10.7,uE.1
0.27594,6.7,0.27457,-0.00433,-9.293,0.32007,-258.2,0.31169,0.24036,3.317,60.3,33.1,2023-11-29T09:55:18Z,2,scs-bgx-868,AFE,17.3,11.1,uE.1
0.27607,6.2,0.27469,-0.00446,-9.258,0.32007,-259.2,0.31163,0.23996,3.462,60.4,33.1,2023-11-29T09:55:28Z,2,scs-bgx-868,AFE,15.5,12.3,uE.1
0.27575,4.6,0.27475,-0.00492,-10.601,0.32025,-260.8,0.31144,0.23929,4.351,60.4,33.2,2023-11-29T09:55:38Z,2,scs-bgx-868,AFE,12.1,14.1,uE.1
0.27569,4.4,0.27475,-0.00497,-10.813,0.32082,-257.4,0.31163,0.24071,5.264,60.4,33.1,2023-11-29T09:55:48Z,2,scs-bgx-868,AFE,11.7,15.9,uE.1
0.27557,4,0.27475,-0.00509,-11.237,0.32144,-254,0.31175,0.24212,6.466,60.5,33.1,2023-11-29T09:55:58Z,2,scs-bgx-868,AFE,10.7,16.6,uE.1
0.27575,4.2,0.27482,-0.00504,-10.848,0.32119,-251.7,0.31194,0.24306,5.409,60.7,33.1,2023-11-29T09:56:08Z,2,scs-bgx-868,AFE,11.7,16.8,uE.1
0.27725,8.5,0.27494,-0.00381,-5.972,0.31994,-253,0.312,0.24253,2.26,60.8,33.2,2023-11-29T09:56:18Z,2,scs-bgx-868,AFE,17.2,14.7,uE.1
0.27682,6,0.27507,-0.00452,-7.951,0.32088,-249,0.31207,0.2442,4.351,60.4,33.3,2023-11-29T09:56:28Z,2,scs-bgx-868,AFE,14.3,16,uE.1
0.277,5.8,0.27519,-0.00459,-7.739,0.32057,-248.8,0.31213,0.24428,3.462,60.3,33.3,2023-11-29T09:56:38Z,2,scs-bgx-868,AFE,13.2,18.9,uE.1
0.27775,7.9,0.27525,-0.00399,-5.3,0.32,-249.3,0.31213,0.24405,2.091,60.6,33.4,2023-11-29T09:56:48Z,2,scs-bgx-868,AFE,14.5,17.4,uE.1
0.27757,6.3,0.27538,-0.00444,-6.396,0.32088,-241.5,0.3125,0.2473,3.317,60.4,33.4,2023-11-29T09:56:58Z,2,scs-bgx-868,AFE,12.8,19.5,uE.1
0.27775,5.6,0.27557,-0.00465,-6.431,0.32107,-239.2,0.31263,0.24828,3.462,60.8,33.4,2023-11-29T09:57:08Z,2,scs-bgx-868,AFE,13.6,20.1,uE.1
0.27707,3.2,0.27557,-0.00533,-8.834,0.322,-237.9,0.31257,0.24882,5.841,60.1,33.4,2023-11-29T09:57:18Z,2,scs-bgx-868,AFE,10.9,23.6,uE.1
0.276,-0.1,0.2755,-0.00626,-12.367,0.32275,-235.1,0.31263,0.24997,7.5,60.3,33.4,2023-11-29T09:57:28Z,2,scs-bgx-868,AFE,8.4,25,uE.1
0.27594,0.1,0.27544,-0.00621,-12.367,0.32269,-235.4,0.31257,0.24984,7.5,59.7,33.5,2023-11-29T09:57:38Z,2,scs-bgx-868,AFE,8,25.6,uE.1
0.276,-0.1,0.2755,-0.00626,-12.367,0.32288,-234.8,0.31263,0.25009,7.813,59.8,33.4,2023-11-29T09:57:48Z,2,scs-bgx-868,AFE,7.9,26.1,uE.1
0.277,2.9,0.27557,-0.00541,-9.081,0.32157,-238.1,0.31257,0.24872,4.808,60.5,33.5,2023-11-29T09:57:58Z,2,scs-bgx-868,AFE,9.9,24,uE.1
0.27694,2.7,0.27557,-0.00547,-9.293,0.322,-233.2,0.31282,0.25074,5.24,59.4,33.5,2023-11-29T09:58:08Z,2,scs-bgx-868,AFE,9.4,24.3,uE.1
0.27619,0.5,0.2755,-0.00609,-11.696,0.32282,-231.3,0.31282,0.25156,7.212,59.2,33.5,2023-11-29T09:58:18Z,2,scs-bgx-868,AFE,7.9,26.2,uE.1
0.27638,1.1,0.2755,-0.0059,-11.025,0.3225,-230.1,0.31294,0.25204,6.154,59.1,33.5,2023-11-29T09:58:28Z,2,scs-bgx-868,AFE,8.1,24.9,uE.1
0.27613,-0.2,0.27557,-0.00629,-12.155,0.32313,-225.8,0.31313,0.25385,7.212,59.5,33.5,2023-11-29T09:58:38Z,2,scs-bgx-868,AFE,8.1,26.3,uE.1
0.27638,0.1,0.27563,-0.00618,-11.484,0.32288,-227.5,0.313,0.25315,6.923,59.6,33.6,2023-11-29T09:58:48Z,2,scs-bgx-868,AFE,8,26,uE.1
0.27725,2.8,0.27569,-0.00544,-8.622,0.32257,-225.4,0.31319,0.25403,5.721,59.4,33.6,2023-11-29T09:58:58Z,2,scs-bgx-868,AFE,9.9,24.5,uE.1
0.27669,0.3,0.27575,-0.00614,-10.813,0.32307,-224.1,0.31319,0.25453,6.923,60.3,33.6,2023-11-29T09:59:08Z,2,scs-bgx-868,AFE,9,26,uE.1
0.27769,4.3,0.27569,-0.005,-7.067,0.322,-225.7,0.31325,0.25387,4.207,59.9,33.6,2023-11-29T09:59:18Z,2,scs-bgx-868,AFE,10.8,22.3,uE.1
0.27775,5.1,0.27563,-0.00479,-6.643,0.32182,-226.1,0.31332,0.25373,3.606,59.9,33.5,2023-11-29T09:59:28Z,2,scs-bgx-868,AFE,11.3,21.7,uE.1
0.27707,2.6,0.27563,-0.0055,-9.046,0.32269,-224.1,0.31325,0.25455,5.865,59.5,33.6,2023-11-29T09:59:38Z,2,scs-bgx-868,AFE,9.4,24.7,uE.1
0.27582,-1.4,0.27557,-0.00663,-13.251,0.32369,-221.8,0.31319,0.2555,8.413,59.3,33.7,2023-11-29T09:59:48Z,2,scs-bgx-868,AFE,7.7,26.1,uE.1
0.27632,0.8,0.2755,-0.006,-11.237,0.323,-221.6,0.31332,0.25561,6.442,59.3,33.7,2023-11-29T09:59:58Z,2,scs-bgx-868,AFE,8.2,24.5,uE.1
0.27663,1.5,0.27557,-0.0058,-10.389,0.32257,-225.4,0.31319,0.25403,5.721,59.7,33.6,2023-11-29T10:00:08Z,2,scs-bgx-868,AFE,8.9,23.8,uE.1
0.277,2.8,0.27557,-0.00543,-9.081,0.32219,-224.3,0.31332,0.25445,4.495,60.6,33.6,2023-11-29T10:00:18Z,2,scs-bgx-868,AFE,10.6,21.7,uE.1
0.27857,8.3,0.27557,-0.00386,-3.534,0.32063,-227.1,0.31338,0.25329,0.601,60.8,33.6,2023-11-29T10:00:28Z,2,scs-bgx-868,AFE,14.5,15.9,uE.1
0.27888,8.9,0.27563,-0.0037,-2.65,0.32094,-225.6,0.31338,0.25394,1.346,60.4,33.7,2023-11-29T10:00:38Z,2,scs-bgx-868,AFE,13.9,16.3,uE.1
0.27682,1.6,0.27563,-0.00578,-9.929,0.32325,-216.3,0.31357,0.25779,6.442,59.6,33.8,2023-11-29T10:00:48Z,2,scs-bgx-868,AFE,9.3,23.7,uE.1
0.27632,-0.2,0.27563,-0.00628,-11.696,0.32363,-216.4,0.3135,0.25777,7.524,59.4,33.8,2023-11-29T10:00:58Z,2,scs-bgx-868,AFE,8.3,24.7,uE.1
0.2755,-2.6,0.27557,-0.00696,-14.382,0.32388,-218.6,0.31332,0.25682,8.558,59.3,33.8,2023-11-29T10:01:08Z,2,scs-bgx-868,AFE,7.5,24.5,uE.1
0.27588,-1.2,0.27557,-0.00657,-13.039,0.32332,-221.8,0.31325,0.25552,7.38,59.6,33.7,2023-11-29T10:01:18Z,2,scs-bgx-868,AFE,7.9,21.1,uE.1
0.27563,-1.5,0.2755,-0.00664,-13.675,0.32375,-222.2,0.31332,0.25533,8.245,59.8,33.4,2023-11-29T10:01:28Z,2,scs-bgx-868,AFE,7.9,21.3,uE.1
0.27475,-3.7,0.27538,-0.00727,-16.36,0.3245,-223.4,0.31307,0.25483,10.649,59.3,33.5,2023-11-29T10:01:38Z,2,scs-bgx-868,AFE,6.8,24.8,uE.1
0.27482,-2.6,0.27525,-0.00695,-15.654,0.32407,-220.8,0.31325,0.25593,9.183,59.3,33.6,2023-11-29T10:01:48Z,2,scs-bgx-868,AFE,6.9,24.8,uE.1
0.27494,-1.7,0.27519,-0.0067,-15.018,0.32413,-219.7,0.31332,0.25639,9.159,58.9,33.6,2023-11-29T10:01:58Z,2,scs-bgx-868,AFE,7.2,24,uE.1
0.27519,-0.3,0.27513,-0.00631,-13.922,0.32344,-220.4,0.31338,0.2561,7.356,59.7,33.6,2023-11-29T10:02:08Z,2,scs-bgx-868,AFE,7.5,22.2,uE.1
0.27588,2.2,0.27513,-0.00561,-11.484,0.32263,-223.2,0.31338,0.25494,5.409,60,33.5,2023-11-29T10:02:18Z,2,scs-bgx-868,AFE,9,19.9,uE.1
0.27644,3.7,0.27519,-0.00518,-9.717,0.32144,-227.9,0.31325,0.25296,2.861,60,33.5,2023-11-29T10:02:28Z,2,scs-bgx-868,AFE,10.3,17.6,uE.1
0.27682,5.4,0.27513,-0.00469,-8.163,0.32125,-228.5,0.31319,0.25272,2.548,59.6,33.6,2023-11-29T10:02:38Z,2,scs-bgx-868,AFE,12.8,16.9,uE.1
0.27457,-2.1,0.27507,-0.00681,-15.901,0.32363,-225.7,0.313,0.2539,8.726,59.1,33.6,2023-11-29T10:02:48Z,2,scs-bgx-868,AFE,7.4,21.7,uE.1
0.27475,-0.9,0.275,-0.00647,-15.018,0.32275,-231.4,0.31282,0.25149,7.043,59.7,33.5,2023-11-29T10:02:58Z,2,scs-bgx-868,AFE,7.9,20.9,uE.1
0.27469,-0.6,0.27494,-0.00641,-15.018,0.32288,-231.1,0.31282,0.25162,7.356,60,33.5,2023-11-29T10:03:08Z,2,scs-bgx-868,AFE,8.1,20.9,uE.1
0.27432,-1,0.27482,-0.00651,-15.901,0.32294,-233.7,0.31269,0.25055,7.813,59.4,33.4,2023-11-29T10:03:18Z,2,scs-bgx-868,AFE,8,20.9,uE.1
0.27469,0.8,0.27475,-0.006,-14.346,0.32213,-238.5,0.3125,0.24855,6.322,60.1,33.4,2023-11-29T10:03:28Z,2,scs-bgx-868,AFE,9,18.8,uE.1
0.27575,5,0.27469,-0.00481,-10.389,0.32094,-240.4,0.31257,0.24776,3.293,60,33.4,2023-11-29T10:03:38Z,2,scs-bgx-868,AFE,10.6,16.2,uE.1
0.2765,8.1,0.27463,-0.00394,-7.527,0.3205,-238,0.31269,0.24879,1.947,60.1,33.6,2023-11-29T10:03:48Z,2,scs-bgx-868,AFE,13.8,15.4,uE.1
0.27575,5.9,0.27457,-0.00455,-9.965,0.32157,-235.3,0.31275,0.24991,4.375,59.8,33.5,2023-11-29T10:03:58Z,2,scs-bgx-868,AFE,11,17.3,uE.1
