val.NO2.weV,val.NO2.cnc,val.NO2.aeV,val.NO2.weC,val.NO2.vCal,val.NO.weV,val.NO.cnc,val.NO.aeV,val.NO.weC,val.NO.vCal,val.sht.hmd,val.sht.tmp,rec,ver,tag,src,exg.val.NO2.cnc,exg.val.NO.cnc,exg.src
0.28325,17.9,0.27688,-0.00116,8.375,0.306,-478.5,0.30038,0.14871,-3.317,73.1,30.2,2023-11-29T18:48:48Z,2,scs-bgx-868,AFE,24.4,8.1,uE.1
0.28344,19,0.27682,-0.00086,9.258,0.30575,-479.1,0.30038,0.14846,-3.918,73.1,30.2,2023-11-29T18:48:58Z,2,scs-bgx-868,AFE,24.8,7.6,uE.1
0.28338,18.8,0.27682,-0.00092,9.046,0.30582,-482.6,0.30013,0.14702,-3.149,73.1,30.2,2023-11-29T18:49:08Z,2,scs-bgx-868,AFE,24.8,7.9,uE.1
0.283,17.4,0.27682,-0.00129,7.703,0.30625,-477.9,0.30038,0.14896,-2.716,73.1,30.2,2023-11-29T18:49:18Z,2,scs-bgx-868,AFE,24.7,9,uE.1
0.28325,18.4,0.27682,-0.00102,8.587,0.30588,-480.2,0.30032,0.148,-3.462,73.2,30.1,2023-11-29T18:49:28Z,2,scs-bgx-868,AFE,24.5,8.5,uE.1
0.2835,19.7,0.27675,-0.00065,9.717,0.30563,-481.7,0.30025,0.14737,-3.894,73.3,30.1,2023-11-29T18:49:38Z,2,scs-bgx-868,AFE,24.5,7.6,uE.1
0.28332,18.6,0.27682,-0.00096,8.834,0.306,-479,0.30038,0.1485,-3.317,73.2,30.1,2023-11-29T18:49:48Z,2,scs-bgx-868,AFE,24.6,8.2,uE.1
0.28294,17.7,0.27675,-0.00121,7.739,0.306,-482.7,0.30013,0.14699,-2.716,73.1,30.1,2023-11-29T18:49:58Z,2,scs-bgx-868,AFE,25.1,9,uE.1
0.28282,17.2,0.27675,-0.00136,7.314,0.30613,-481.8,0.30013,0.14733,-2.404,73.2,30.2,2023-11-29T18:50:08Z,2,scs-bgx-868,AFE,24.2,9,uE.1
0.28257,15.9,0.27682,-0.00173,6.184,0.30632,-479.6,0.30025,0.14827,-2.236,73.1,30.2,2023-11-29T18:50:18Z,2,scs-bgx-868,AFE,23.5,9.6,uE.1
0.28263,16.1,0.27682,-0.00167,6.396,0.30644,-477.5,0.30038,0.14915,-2.26,73,30.2,2023-11-29T18:50:28Z,2,scs-bgx-868,AFE,23.3,9.9,uE.1
0.28294,17.2,0.27682,-0.00136,7.491,0.30613,-478.2,0.30038,0.14883,-3.005,73.2,30.2,2023-11-29T18:50:38Z,2,scs-bgx-868,AFE,24.8,8.1,uE.1
0.28294,16.8,0.27688,-0.00148,7.279,0.30613,-478.2,0.30038,0.14883,-3.005,73.1,30.2,2023-11-29T18:50:48Z,2,scs-bgx-868,AFE,24.2,8.2,uE.1
0.28363,19.3,0.27688,-0.00076,9.717,0.30544,-480.4,0.30038,0.14793,-4.663,73.3,30.1,2023-11-29T18:50:58Z,2,scs-bgx-868,AFE,25.1,6,uE.1
0.28363,18.9,0.27694,-0.00088,9.505,0.30563,-480.8,0.30032,0.14775,-4.062,73.3,30.1,2023-11-29T18:51:08Z,2,scs-bgx-868,AFE,24.8,7.2,uE.1
0.28294,17.3,0.27682,-0.00133,7.491,0.30619,-481.3,0.30019,0.14756,-2.404,73.2,30.1,2023-11-29T18:51:18Z,2,scs-bgx-868,AFE,26,9.1,uE.1
0.28319,18.1,0.27682,-0.00111,8.375,0.30582,-479.9,0.30032,0.14815,-3.606,73.2,30.2,2023-11-29T18:51:28Z,2,scs-bgx-868,AFE,25.3,8.5,uE.1
0.28332,18.1,0.27688,-0.0011,8.622,0.30575,-480.9,0.30025,0.14771,-3.606,73.2,30.2,2023-11-29T18:51:38Z,2,scs-bgx-868,AFE,25.4,8.5,uE.1
0.28319,18.2,0.27682,-0.00108,8.375,0.30594,-480.1,0.30032,0.14806,-3.317,73.1,30.1,2023-11-29T18:51:48Z,2,scs-bgx-868,AFE,25.4,8.2,uE.1
0.28313,18,0.27682,-0.00115,8.163,0.306,-479.9,0.30032,0.14812,-3.173,73.2,30.1,2023-11-29T18:51:58Z,2,scs-bgx-868,AFE,25.4,7.9,uE.1
0.28357,19.8,0.27675,-0.00061,9.965,0.30563,-479.4,0.30038,0.14833,-4.207,73.2,30.2,2023-11-29T18:52:08Z,2,scs-bgx-868,AFE,25.5,7.5,uE.1
0.28338,18.8,0.27682,-0.00092,9.046,0.30575,-480,0.30032,0.14808,-3.774,73.2,30.2,2023-11-29T18:52:18Z,2,scs-bgx-868,AFE,25.9,7.8,uE.1
0.28282,16.3,0.27688,-0.0016,6.855,0.306,-480.3,0.30025,0.14796,-3.005,73.1,30.2,2023-11-29T18:52:28Z,2,scs-bgx-868,AFE,24.9,8.1,uE.1
0.28282,16.4,0.27688,-0.00158,6.855,0.306,-480.8,0.30025,0.14774,-3.005,73.2,30.1,2023-11-29T18:52:38Z,2,scs-bgx-868,AFE,25.1,7.9,uE.1
0.28307,18.2,0.27675,-0.00109,8.198,0.30582,-480.4,0.30032,0.14793,-3.606,73.3,30.1,2023-11-29T18:52:48Z,2,scs-bgx-868,AFE,26.2,8.4,uE.1
0.28288,17.5,0.27675,-0.00128,7.527,0.30632,-480.1,0.30025,0.14806,-2.236,73.2,30.1,2023-11-29T18:52:58Z,2,scs-bgx-868,AFE,26.6,8.6,uE.1
0.28294,17.7,0.27675,-0.00121,7.739,0.30613,-480.5,0.30025,0.14787,-2.692,73.3,30.1,2023-11-29T18:53:08Z,2,scs-bgx-868,AFE,26.6,8.2,uE.1
0.28313,18,0.27682,-0.00115,8.163,0.30619,-480.4,0.30025,0.14793,-2.548,73.3,30.1,2023-11-29T18:53:18Z,2,scs-bgx-868,AFE,25.9,7.9,uE.1
0.28325,18.3,0.27682,-0.00104,8.587,0.30594,-480.5,0.30025,0.14789,-3.149,73.3,30.2,2023-11-29T18:53:28Z,2,scs-bgx-868,AFE,26,7.7,uE.1
0.28288,17,0.27682,-0.00142,7.279,0.30607,-479.3,0.30032,0.1484,-3.005,73.2,30.2,2023-11-29T18:53:38Z,2,scs-bgx-868,AFE,25.4,8.4,uE.1
0.28313,17.5,0.27688,-0.00126,7.951,0.30588,-480.2,0.30032,0.148,-3.462,73.3,30.1,2023-11-29T18:53:48Z,2,scs-bgx-868,AFE,26.5,8.7,uE.1
0.28307,16.9,0.27694,-0.00145,7.527,0.30607,-478.9,0.30038,0.14856,-3.149,73.4,30.1,2023-11-29T18:53:58Z,2,scs-bgx-868,AFE,26.6,7.9,uE.1
0.28357,18.7,0.27694,-0.00095,9.293,0.30569,-479.8,0.30038,0.14818,-4.062,73.5,30.1,2023-11-29T18:54:08Z,2,scs-bgx-868,AFE,26.7,7.3,uE.1
0.28382,20.4,0.27682,-0.00046,10.601,0.30538,-480.5,0.30038,0.14787,-4.808,73.6,30.1,2023-11-29T18:54:18Z,2,scs-bgx-868,AFE,26,5.7,uE.1
0.28357,19.1,0.27688,-0.00083,9.505,0.30594,-480.1,0.30032,0.14806,-3.317,73.6,30.1,2023-11-29T18:54:28Z,2,scs-bgx-868,AFE,26.3,8.1,uE.1
0.28313,17.5,0.27688,-0.00126,7.951,0.30613,-480.5,0.30025,0.14787,-2.692,73.5,30.1,2023-11-29T18:54:38Z,2,scs-bgx-868,AFE,26.3,8.9,uE.1
0.28313,18,0.27682,-0.00115,8.163,0.30582,-481.3,0.30025,0.14756,-3.437,73.3,30.1,2023-11-29T18:54:48Z,2,scs-bgx-868,AFE,26,8.7,uE.1
0.28319,18.2,0.27682,-0.00108,8.375,0.30575,-483.3,0.30013,0.14674,-3.317,73.4,30.1,2023-11-29T18:54:58Z,2,scs-bgx-868,AFE,25.9,8.1,uE.1
0.28294,17.2,0.27682,-0.00136,7.491,0.30619,-479.9,0.30025,0.14814,-2.548,73.4,30.2,2023-11-29T18:55:08Z,2,scs-bgx-868,AFE,26.1,8.7,uE.1
0.28288,17.5,0.27675,-0.00128,7.527,0.30619,-478.6,0.30038,0.14868,-2.861,73.4,30.1,2023-11-29T18:55:18Z,2,scs-bgx-868,AFE,26.6,8.9,uE.1
0.28288,17.5,0.27675,-0.00128,7.527,0.30638,-479.9,0.30025,0.14812,-2.091,73.5,30.1,2023-11-29T18:55:28Z,2,scs-bgx-868,AFE,26.5,9.5,uE.1
0.28269,16,0.27688,-0.0017,6.396,0.30638,-479.9,0.30025,0.14812,-2.091,73.4,30.1,2023-11-29T18:55:38Z,2,scs-bgx-868,AFE,24.7,9.5,uE.1
0.28344,19.1,0.27682,-0.00083,9.258,0.30563,-482.6,0.30019,0.14699,-3.75,73.5,30.1,2023-11-29T18:55:48Z,2,scs-bgx-868,AFE,26.7,8,uE.1
0.283,17,0.27688,-0.00141,7.491,0.30632,-480.5,0.30019,0.14789,-2.091,73.3,30.2,2023-11-29T18:55:58Z,2,scs-bgx-868,AFE,26.3,9.6,uE.1
0.28294,17.3,0.27682,-0.00133,7.491,0.30607,-480.7,0.30025,0.14781,-2.837,73.3,30.1,2023-11-29T18:56:08Z,2,scs-bgx-868,AFE,26.5,9,uE.1
0.28288,16.6,0.27688,-0.00151,7.067,0.30638,-479,0.30032,0.1485,-2.26,73.3,30.1,2023-11-29T18:56:18Z,2,scs-bgx-868,AFE,25.2,9.6,uE.1
0.28319,18.2,0.27682,-0.00108,8.375,0.30594,-480.1,0.30032,0.14806,-3.317,73.3,30.1,2023-11-29T18:56:28Z,2,scs-bgx-868,AFE,26,8.2,uE.1
0.28307,17.7,0.27682,-0.00121,7.951,0.30613,-479.6,0.30032,0.14825,-2.861,73.4,30.1,2023-11-29T18:56:38Z,2,scs-bgx-868,AFE,26.6,8.8,uE.1
0.283,17,0.27688,-0.00141,7.491,0.30625,-480.6,0.30019,0.14783,-2.26,73.3,30.2,2023-11-29T18:56:48Z,2,scs-bgx-868,AFE,26.5,9.6,uE.1
0.28288,17.1,0.27682,-0.0014,7.279,0.30619,-482.2,0.30013,0.14718,-2.26,73.2,30.1,2023-11-29T18:56:58Z,2,scs-bgx-868,AFE,25.8,9.6,uE.1
0.283,17.4,0.27682,-0.00129,7.703,0.30613,-480,0.30025,0.14808,-2.692,73.3,30.2,2023-11-29T18:57:08Z,2,scs-bgx-868,AFE,26.3,9,uE.1
0.28288,16.6,0.27688,-0.00151,7.067,0.30625,-480.2,0.30025,0.14799,-2.404,73.2,30.1,2023-11-29T18:57:18Z,2,scs-bgx-868,AFE,25.9,9,uE.1
0.28307,17.7,0.27682,-0.00121,7.951,0.30619,-478.6,0.30038,0.14868,-2.861,73.2,30.1,2023-11-29T18:57:28Z,2,scs-bgx-868,AFE,26.9,9,uE.1
0.28319,17.8,0.27688,-0.0012,8.163,0.30632,-479.2,0.30032,0.14843,-2.404,73.2,30.1,2023-11-29T18:57:38Z,2,scs-bgx-868,AFE,26.6,9,uE.1
0.28357,19.1,0.27688,-0.00083,9.505,0.30557,-481,0.30032,0.14768,-4.207,73.3,30.1,2023-11-29T18:57:48Z,2,scs-bgx-868,AFE,27.7,7.6,uE.1
0.28363,18.9,0.27694,-0.00088,9.505,0.30538,-481.4,0.30032,0.1475,-4.663,73.3,30.1,2023-11-29T18:57:58Z,2,scs-bgx-868,AFE,27.7,6.4,uE.1
0.28332,18.2,0.27688,-0.00108,8.622,0.30588,-481.1,0.30025,0.14762,-3.293,73.2,30.1,2023-11-29T18:58:08Z,2,scs-bgx-868,AFE,26.8,8,uE.1
0.28313,17.9,0.27682,-0.00117,8.163,0.306,-478.5,0.30038,0.14871,-3.317,73.3,30.2,2023-11-29T18:58:18Z,2,scs-bgx-868,AFE,26.7,8.1,uE.1
0.28319,18.6,0.27675,-0.00096,8.622,0.30538,-483.2,0.30019,0.14674,-4.351,73.3,30.1,2023-11-29T18:58:28Z,2,scs-bgx-868,AFE,26.9,7.5,uE.1
0.28294,17.7,0.27675,-0.00121,7.739,0.30588,-482,0.30019,0.14724,-3.149,73.3,30.1,2023-11-29T18:58:38Z,2,scs-bgx-868,AFE,27.2,7.9,uE.1
0.28288,17.1,0.27682,-0.0014,7.279,0.30594,-481.9,0.30019,0.14731,-3.005,73.3,30.1,2023-11-29T18:58:48Z,2,scs-bgx-868,AFE,26.6,8.2,uE.1
0.28288,17.1,0.27682,-0.0014,7.279,0.306,-480.8,0.30025,0.14774,-3.005,73.4,30.1,2023-11-29T18:58:58Z,2,scs-bgx-868,AFE,26.6,8.1,uE.1
0.28319,18.2,0.27682,-0.00108,8.375,0.30563,-481.7,0.30025,0.14737,-3.894,73.5,30.1,2023-11-29T18:59:08Z,2,scs-bgx-868,AFE,26.6,7.5,uE.1
0.28325,18.1,0.27688,-0.00112,8.375,0.30544,-483.6,0.30019,0.14659,-4.207,73.6,30,2023-11-29T18:59:18Z,2,scs-bgx-868,AFE,26.7,7.5,uE.1
0.28338,18.9,0.27682,-0.00087,9.046,0.3055,-481.7,0.30032,0.14741,-4.375,73.7,30,2023-11-29T18:59:28Z,2,scs-bgx-868,AFE,27.4,7.2,uE.1
0.28325,18.5,0.27682,-0.001,8.587,0.30582,-481.8,0.30025,0.14734,-3.437,73.6,30,2023-11-29T18:59:38Z,2,scs-bgx-868,AFE,26.9,8.5,uE.1
0.283,18,0.27675,-0.00113,7.951,0.306,-481.4,0.30025,0.14753,-3.005,73.6,30,2023-11-29T18:59:48Z,2,scs-bgx-868,AFE,26.7,9.2,uE.1
0.283,17.5,0.27682,-0.00127,7.703,0.30588,-480.2,0.30032,0.148,-3.462,73.8,30.1,2023-11-29T18:59:58Z,2,scs-bgx-868,AFE,26.3,9.3,uE.1
0.28275,16.6,0.27682,-0.00152,6.82,0.30632,-481,0.30019,0.14768,-2.091,73.6,30.1,2023-11-29T19:00:08Z,2,scs-bgx-868,AFE,25.5,10.8,uE.1
0.28269,16.4,0.27682,-0.00158,6.608,0.30594,-483.7,0.30007,0.14656,-2.716,73.6,30.1,2023-11-29T19:00:18Z,2,scs-bgx-868,AFE,24.9,10.2,uE.1
0.28275,17,0.27675,-0.0014,7.067,0.30613,-478.7,0.30038,0.14862,-3.005,73.5,30.1,2023-11-29T19:00:28Z,2,scs-bgx-868,AFE,25.5,9.2,uE.1
0.28282,16.8,0.27682,-0.00146,7.067,0.30588,-482,0.30019,0.14724,-3.149,73.4,30.1,2023-11-29T19:00:38Z,2,scs-bgx-868,AFE,25.5,8.4,uE.1
0.28269,16.4,0.27682,-0.00158,6.608,0.30619,-479.5,0.30032,0.14831,-2.716,73.4,30.1,2023-11-29T19:00:48Z,2,scs-bgx-868,AFE,25.5,8.5,uE.1
0.28288,17.1,0.27682,-0.0014,7.279,0.30613,-479.6,0.30032,0.14825,-2.861,73.5,30.1,2023-11-29T19:00:58Z,2,scs-bgx-868,AFE,26,9.8,uE.1
0.28313,18,0.27682,-0.00115,8.163,0.30582,-482.2,0.30019,0.14718,-3.293,73.6,30.1,2023-11-29T19:01:08Z,2,scs-bgx-868,AFE,26.2,8.9,uE.1
0.28325,18.4,0.27682,-0.00102,8.587,0.30563,-483.6,0.30013,0.14662,-3.606,73.6,30.1,2023-11-29T19:01:18Z,2,scs-bgx-868,AFE,26.2,9.7,uE.1
0.28307,17.3,0.27688,-0.00133,7.739,0.30607,-478.9,0.30038,0.14856,-3.149,73.5,30.1,2023-11-29T19:01:28Z,2,scs-bgx-868,AFE,26.7,8.9,uE.1
0.28344,19.1,0.27682,-0.00083,9.258,0.30569,-481.6,0.30025,0.14743,-3.75,73.6,30.1,2023-11-29T19:01:38Z,2,scs-bgx-868,AFE,27.7,9.1,uE.1
0.28313,18.9,0.27669,-0.00088,8.622,0.30569,-483,0.30019,0.14684,-3.606,73.6,30,2023-11-29T19:01:48Z,2,scs-bgx-868,AFE,26.2,9.7,uE.1
0.28319,18.6,0.27675,-0.00096,8.622,0.30575,-484.2,0.30007,0.14637,-3.173,73.5,30.1,2023-11-29T19:01:58Z,2,scs-bgx-868,AFE,26.3,8.9,uE.1
0.28282,16.8,0.27682,-0.00146,7.067,0.30625,-480.2,0.30025,0.14799,-2.404,73.5,30.1,2023-11-29T19:02:08Z,2,scs-bgx-868,AFE,25.5,10.3,uE.1
0.28294,17.8,0.27675,-0.00119,7.739,0.306,-481.4,0.30025,0.14753,-3.005,73.6,30,2023-11-29T19:02:18Z,2,scs-bgx-868,AFE,26.7,9.2,uE.1
0.28288,17.5,0.27675,-0.00128,7.527,0.306,-481.7,0.30019,0.14737,-2.861,73.7,30.1,2023-11-29T19:02:28Z,2,scs-bgx-868,AFE,26.6,10.2,uE.1
0.28288,17.5,0.27675,-0.00128,7.527,0.30607,-481.6,0.30019,0.14743,-2.692,73.6,30.1,2023-11-29T19:02:38Z,2,scs-bgx-868,AFE,26.6,10.2,uE.1
0.28244,15.9,0.27675,-0.00171,5.972,0.30638,-483.6,0.3,0.14662,-1.49,73.6,30.1,2023-11-29T19:02:48Z,2,scs-bgx-868,AFE,24.6,10.7,uE.1
0.28282,16.8,0.27682,-0.00146,7.067,0.30632,-480.1,0.30025,0.14806,-2.236,73.5,30.1,2023-11-29T19:02:58Z,2,scs-bgx-868,AFE,25.5,10.8,uE.1
0.28275,16.6,0.27682,-0.00152,6.82,0.30625,-480.2,0.30025,0.14799,-2.404,73.5,30.1,2023-11-29T19:03:08Z,2,scs-bgx-868,AFE,25.5,10.3,uE.1
0.28244,15.5,0.27682,-0.00183,5.724,0.30625,-481.1,0.30019,0.14762,-2.26,73.5,30.1,2023-11-29T19:03:18Z,2,scs-bgx-868,AFE,23.8,10.7,uE.1
0.28244,15.5,0.27682,-0.00183,5.724,0.30632,-481,0.30019,0.14768,-2.091,73.5,30.1,2023-11-29T19:03:28Z,2,scs-bgx-868,AFE,23.8,10.3,uE.1
0.28288,16.6,0.27688,-0.00151,7.067,0.30594,-482.8,0.30013,0.14693,-2.861,73.5,30.1,2023-11-29T19:03:38Z,2,scs-bgx-868,AFE,25.5,9.8,uE.1
0.28294,17.3,0.27682,-0.00133,7.491,0.30588,-481.1,0.30025,0.14762,-3.293,73.5,30.1,2023-11-29T19:03:48Z,2,scs-bgx-868,AFE,26.5,8.5,uE.1
0.28307,17.3,0.27688,-0.00133,7.739,0.30582,-480.4,0.30032,0.14793,-3.606,73.4,30.1,2023-11-29T19:03:58Z,2,scs-bgx-868,AFE,26.7,9.1,uE.1
0.28357,18.7,0.27694,-0.00092,9.293,0.30538,-482.9,0.30025,0.14691,-4.495,73.5,30,2023-11-29T19:04:08Z,2,scs-bgx-868,AFE,27.5,7.2,uE.1
0.2835,18.9,0.27688,-0.00087,9.258,0.30544,-482.7,0.30025,0.14697,-4.351,73.5,30,2023-11-29T19:04:18Z,2,scs-bgx-868,AFE,27.7,7.7,uE.1
0.28313,17.1,0.27694,-0.00138,7.739,0.30594,-481.9,0.30019,0.14731,-3.005,73.4,30.1,2023-11-29T19:04:28Z,2,scs-bgx-868,AFE,26.7,8.7,uE.1
0.28269,16.4,0.27682,-0.00158,6.608,0.30638,-480.8,0.30019,0.14774,-1.947,73.4,30.1,2023-11-29T19:04:38Z,2,scs-bgx-868,AFE,25.1,10.3,uE.1
0.28294,17.8,0.27675,-0.00119,7.739,0.30563,-484.1,0.30013,0.14641,-3.606,73.5,30,2023-11-29T19:04:48Z,2,scs-bgx-868,AFE,27,9.5,uE.1
0.28307,17.7,0.27682,-0.00121,7.951,0.30588,-481.1,0.30025,0.14762,-3.293,73.6,30.1,2023-11-29T19:04:58Z,2,scs-bgx-868,AFE,27,8.7,uE.1
0.28319,17.8,0.27688,-0.00118,8.163,0.30588,-479.9,0.30038,0.14816,-3.606,73.4,30,2023-11-29T19:05:08Z,2,scs-bgx-868,AFE,26.6,9.5,uE.1
0.28307,17.3,0.27688,-0.00133,7.739,0.30575,-483.3,0.30013,0.14674,-3.317,73.4,30.1,2023-11-29T19:05:18Z,2,scs-bgx-868,AFE,26.9,8.9,uE.1
0.28275,16.6,0.27682,-0.00152,6.82,0.30607,-481.6,0.30019,0.14743,-2.692,73.4,30.1,2023-11-29T19:05:28Z,2,scs-bgx-868,AFE,25.6,10.1,uE.1
0.28275,16.6,0.27682,-0.00152,6.82,0.306,-480.8,0.30025,0.14774,-3.005,73.5,30.1,2023-11-29T19:05:38Z,2,scs-bgx-868,AFE,25.6,9,uE.1
0.28319,18.3,0.27682,-0.00106,8.375,0.30563,-482.3,0.30025,0.14716,-3.894,73.5,30,2023-11-29T19:05:48Z,2,scs-bgx-868,AFE,26.5,8.2,uE.1
0.28325,18.4,0.27682,-0.00102,8.587,0.30557,-484.6,0.30007,0.14618,-3.606,73.5,30.1,2023-11-29T19:05:58Z,2,scs-bgx-868,AFE,26.7,9.5,uE.1
0.28319,18.2,0.27682,-0.00108,8.375,0.30594,-479.2,0.30038,0.14843,-3.462,73.5,30.1,2023-11-29T19:06:08Z,2,scs-bgx-868,AFE,26.5,9.5,uE.1
0.28288,17.6,0.27675,-0.00125,7.527,0.30575,-483.8,0.30013,0.14653,-3.317,73.6,30,2023-11-29T19:06:18Z,2,scs-bgx-868,AFE,26.7,8.9,uE.1
0.28294,17.8,0.27675,-0.00119,7.739,0.30569,-483.9,0.30013,0.14647,-3.462,73.7,30,2023-11-29T19:06:28Z,2,scs-bgx-868,AFE,27,9.3,uE.1
0.28282,17.3,0.27675,-0.00132,7.314,0.306,-483.2,0.30013,0.14678,-2.716,73.7,30,2023-11-29T19:06:38Z,2,scs-bgx-868,AFE,26.1,10,uE.1
0.28282,16.9,0.27682,-0.00143,7.067,0.30588,-482.6,0.30019,0.14703,-3.149,73.6,30,2023-11-29T19:06:48Z,2,scs-bgx-868,AFE,25.8,9,uE.1
0.28275,17.1,0.27675,-0.00138,7.067,0.30575,-484.7,0.30007,0.14616,-3.173,73.6,30,2023-11-29T19:06:58Z,2,scs-bgx-868,AFE,25.8,9,uE.1
0.28282,17.3,0.27675,-0.00132,7.314,0.30575,-484.7,0.30007,0.14616,-3.173,73.7,30,2023-11-29T19:07:08Z,2,scs-bgx-868,AFE,26.1,9,uE.1
0.28282,17.3,0.27675,-0.00132,7.314,0.306,-481.4,0.30025,0.14753,-3.005,73.7,30,2023-11-29T19:07:18Z,2,scs-bgx-868,AFE,26.1,9.3,uE.1
0.28288,17.2,0.27682,-0.00137,7.279,0.30575,-484.7,0.30007,0.14616,-3.173,73.7,30,2023-11-29T19:07:28Z,2,scs-bgx-868,AFE,26.1,9,uE.1
0.28307,18.2,0.27675,-0.00107,8.198,0.30557,-484.2,0.30013,0.14634,-3.75,73.8,30,2023-11-29T19:07:38Z,2,scs-bgx-868,AFE,26.6,8.8,uE.1
0.283,18,0.27675,-0.00113,7.951,0.30588,-482.6,0.30019,0.14703,-3.149,73.7,30,2023-11-29T19:07:48Z,2,scs-bgx-868,AFE,26.9,9,uE.1
0.28263,16.7,0.27675,-0.0015,6.643,0.30619,-483.6,0.30007,0.14659,-2.115,73.7,30,2023-11-29T19:07:58Z,2,scs-bgx-868,AFE,25.1,11.1,uE.1
0.28275,17.1,0.27675,-0.00138,7.067,0.30632,-481.5,0.30019,0.14747,-2.091,73.7,30,2023-11-29T19:08:08Z,2,scs-bgx-868,AFE,25.8,11.1,uE.1
0.28288,18,0.27669,-0.00113,7.739,0.30594,-484.2,0.30007,0.14634,-2.716,73.7,30,2023-11-29T19:08:18Z,2,scs-bgx-868,AFE,27,10,uE.1
0.283,18,0.27675,-0.00113,7.951,0.30563,-484.1,0.30013,0.14641,-3.606,73.6,30,2023-11-29T19:08:28Z,2,scs-bgx-868,AFE,27,9.8,uE.1
0.28313,18,0.27682,-0.00112,8.163,0.30569,-483,0.30019,0.14684,-3.606,73.6,30,2023-11-29T19:08:38Z,2,scs-bgx-868,AFE,26.5,9.8,uE.1
0.28275,16.7,0.27682,-0.0015,6.82,0.30613,-482.9,0.30013,0.14691,-2.404,73.6,30,2023-11-29T19:08:48Z,2,scs-bgx-868,AFE,25.6,10.5,uE.1
0.28269,16.5,0.27682,-0.00156,6.608,0.306,-483.2,0.30013,0.14678,-2.716,73.6,30,2023-11-29T19:08:58Z,2,scs-bgx-868,AFE,25.1,10.4,uE.1
0.28282,17.3,0.27675,-0.00132,7.314,0.30582,-486.3,0.29994,0.14547,-2.692,73.6,30,2023-11-29T19:09:08Z,2,scs-bgx-868,AFE,26.1,10.4,uE.1
0.28294,17.8,0.27675,-0.00119,7.739,0.30569,-483.9,0.30013,0.14647,-3.462,73.7,30,2023-11-29T19:09:18Z,2,scs-bgx-868,AFE,27,9.3,uE.1
0.28325,18.5,0.27682,-0.001,8.587,0.30544,-483.6,0.30019,0.14659,-4.207,73.7,30,2023-11-29T19:09:28Z,2,scs-bgx-868,AFE,26.7,8.1,uE.1
0.28307,18.2,0.27675,-0.00107,8.198,0.30557,-485.1,0.30007,0.14597,-3.606,73.8,30,2023-11-29T19:09:38Z,2,scs-bgx-868,AFE,26.7,9.1,uE.1
0.28307,17.8,0.27682,-0.00118,7.951,0.30569,-485.3,0.30007,0.14588,-3.317,73.8,29.9,2023-11-29T19:09:48Z,2,scs-bgx-868,AFE,26.6,9.3,uE.1
0.28288,17.6,0.27675,-0.00125,7.527,0.30544,-485.4,0.30007,0.14584,-3.918,73.9,30,2023-11-29T19:09:58Z,2,scs-bgx-868,AFE,26.2,8.6,uE.1
0.283,18.4,0.27669,-0.00101,8.163,0.30563,-483.2,0.30019,0.14678,-3.75,73.8,30,2023-11-29T19:10:08Z,2,scs-bgx-868,AFE,26.1,9.3,uE.1
0.28282,17.3,0.27675,-0.00132,7.314,0.30594,-485.1,0.3,0.14597,-2.548,73.8,30,2023-11-29T19:10:18Z,2,scs-bgx-868,AFE,25.3,9.8,uE.1
0.28269,16.9,0.27675,-0.00144,6.855,0.30588,-484.4,0.30007,0.14628,-2.861,73.7,30,2023-11-29T19:10:28Z,2,scs-bgx-868,AFE,25.2,10.3,uE.1
0.28288,17.2,0.27682,-0.00137,7.279,0.306,-484.1,0.30007,0.14641,-2.572,73.6,30,2023-11-29T19:10:38Z,2,scs-bgx-868,AFE,25.4,10.2,uE.1
0.28282,17.3,0.27675,-0.00132,7.314,0.30625,-482.6,0.30013,0.14703,-2.115,73.8,30,2023-11-29T19:10:48Z,2,scs-bgx-868,AFE,25.3,10.7,uE.1
0.283,18.4,0.27669,-0.00101,8.163,0.30619,-481.8,0.30019,0.14734,-2.404,73.7,30,2023-11-29T19:10:58Z,2,scs-bgx-868,AFE,25.8,10.4,uE.1
0.28294,17.8,0.27675,-0.00119,7.739,0.30625,-484.4,0.3,0.14628,-1.803,73.7,30,2023-11-29T19:11:08Z,2,scs-bgx-868,AFE,26.2,11,uE.1
0.283,18,0.27675,-0.00113,7.951,0.306,-484.1,0.30007,0.14641,-2.572,73.6,30,2023-11-29T19:11:18Z,2,scs-bgx-868,AFE,26.2,10.2,uE.1
0.28319,18.3,0.27682,-0.00106,8.375,0.30594,-483.3,0.30013,0.14672,-2.861,73.5,30,2023-11-29T19:11:28Z,2,scs-bgx-868,AFE,26.1,10.7,uE.1
0.28294,17.8,0.27675,-0.00119,7.739,0.30644,-483,0.30007,0.14684,-1.514,73.6,30,2023-11-29T19:11:38Z,2,scs-bgx-868,AFE,26.6,11.6,uE.1
0.28307,18.2,0.27675,-0.00107,8.198,0.30638,-481.4,0.30019,0.14753,-1.947,73.6,30,2023-11-29T19:11:48Z,2,scs-bgx-868,AFE,26.3,11.5,uE.1
0.28288,17.6,0.27675,-0.00125,7.527,0.30688,-479.3,0.30025,0.14841,-0.889,73.6,30,2023-11-29T19:11:58Z,2,scs-bgx-868,AFE,26.3,10.5,uE.1
0.28282,17.3,0.27675,-0.00132,7.314,0.30675,-482.3,0.30007,0.14716,-0.769,73.6,30,2023-11-29T19:12:08Z,2,scs-bgx-868,AFE,26.1,10.1,uE.1
