device,device_id,site_id,time,pm2_5_value,pm2_5_calibratedValue,pm10_value,pm10_calibratedValue,frequency,no2_value,no2_calibratedValue,deviceDetails__id,deviceDetails_mobility,deviceDetails_device_codes_0,deviceDetails_device_codes_1,deviceDetails_device_codes_2,deviceDetails_status,deviceDetails_isPrimaryInLocation,deviceDetails_category,deviceDetails_network,deviceDetails_name,deviceDetails___v,deviceDetails_alias,deviceDetails_approximate_distance_in_km,deviceDetails_bearing_in_radians,deviceDetails_latitude,deviceDetails_longitude
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-24T19:00:00.000Z,16.411400000000025,16.411400000000025,19.62978109289267,19.62978109289267,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-24T18:00:00.000Z,10.674200000000043,10.674200000000043,5.378585084695376,5.378585084695376,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-24T17:00:00.000Z,9.384400000000037,9.384400000000037,3.381238028364943,3.381238028364943,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-24T16:00:00.000Z,9.998600000000042,9.998600000000042,6.6856418609429005,6.6856418609429005,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-24T15:00:00.000Z,9.76920000000004,9.76920000000004,9.010840458923784,9.010840458923784,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-24T14:00:00.000Z,10.185700000000049,10.185700000000049,8.938595964672087,8.938595964672087,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-24T13:00:00.000Z,10.427600000000051,10.427600000000051,8.023454891357048,8.023454891357048,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-24T12:00:00.000Z,11.117900000000084,11.117900000000084,10.112076830517314,10.112076830517314,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-24T11:00:00.000Z,13.00790000000005,13.00790000000005,12.959102509009146,12.959102509009146,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-24T10:00:00.000Z,10.804500000000058,10.804500000000058,8.95378344186319,8.95378344186319,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-24T09:00:00.000Z,15.380900000000064,15.380900000000064,12.146054509174572,12.146054509174572,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-24T08:00:00.000Z,15.255100000000043,15.255100000000043,14.069756876941298,14.069756876941298,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-24T07:00:00.000Z,19.83449999999998,19.83449999999998,27.34853969210132,27.34853969210132,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T19:00:00.000Z,11.382300000000054,11.382300000000054,4.5987428566191255,4.5987428566191255,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T18:00:00.000Z,12.658100000000076,12.658100000000076,5.468761822478197,5.468761822478197,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T17:00:00.000Z,10.535800000000055,10.535800000000055,6.250309548257786,6.250309548257786,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T16:00:00.000Z,10.814100000000064,10.814100000000064,9.192505538737617,9.192505538737617,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T15:00:00.000Z,11.440800000000063,11.440800000000063,14.36915484292362,14.36915484292362,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T14:00:00.000Z,13.63120000000004,13.63120000000004,16.013050817287265,16.013050817287265,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T13:00:00.000Z,15.361500000000037,15.361500000000037,15.574182450458077,15.574182450458077,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T12:00:00.000Z,15.970500000000056,15.970500000000056,16.218233159216723,16.218233159216723,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T11:00:00.000Z,13.686100000000009,13.686100000000009,13.799344942060712,13.799344942060712,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T10:00:00.000Z,16.990899999999986,16.990899999999986,25.947398771478767,25.947398771478767,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T09:00:00.000Z,16.701299999999993,16.701299999999993,23.047162421347537,23.047162421347537,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T08:00:00.000Z,16.973899999999993,16.973899999999993,24.31938155422382,24.31938155422382,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T07:00:00.000Z,16.158100000000005,16.158100000000005,23.622513475583,23.622513475583,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T06:00:00.000Z,,,,,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T05:00:00.000Z,,,,,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T04:00:00.000Z,,,,,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T03:00:00.000Z,,,,,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T02:00:00.000Z,,,,,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T01:00:00.000Z,,,,,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-23T00:00:00.000Z,,,,,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-22T23:00:00.000Z,,,,,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-22T22:00:00.000Z,,,,,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-22T21:00:00.000Z,,,,,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-22T20:00:00.000Z,,,,,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
airqo-g5171,6425370f88d7e4001d3596f4,64ceb622c01e770013b27f01,2023-11-22T19:00:00.000Z,,,,,hourly,,,6425370f88d7e4001d3596f4,false,6425370f88d7e4001d3596f4,airqo-g5171,2087721,deployed,false,lowcost,airqo,airqo-g5171,0,airqo-g5171,0.5,3.033,5.647,-0.18515
