time,relHumid.value,relHumid.weight,relHumid.raw,temperature.value,temperature.weight,temperature.raw,pm2_5ConcNum.value,pm2_5ConcNum.weight,pm2_5ConcNum.raw,pm2_5ConcMass.value,pm2_5ConcMass.weight,pm2_5ConcMass.raw,pm1ConcNum.value,pm1ConcNum.weight,pm1ConcNum.raw,pm1ConcMass.value,pm1ConcMass.weight,pm1ConcMass.raw,pm10ConcNum.value,pm10ConcNum.weight,pm10ConcNum.raw,pm10ConcMass.value,pm10ConcMass.weight,pm10ConcMass.raw,no2Conc.value,no2Conc.weight,no2Conc.raw,pm2_5ConcMass_24HourRollingMean.value,pm2_5ConcMass_24HourRollingMean.weight,pm2_5ConcMass_24HourRollingMean.raw,pm2_5ConcNum_24HourRollingMean.value,pm2_5ConcNum_24HourRollingMean.weight,pm2_5ConcNum_24HourRollingMean.raw,pm10ConcMass_24HourRollingMean.value,pm10ConcMass_24HourRollingMean.weight,pm10ConcMass_24HourRollingMean.raw,pm10ConcNum_24HourRollingMean.value,pm10ConcNum_24HourRollingMean.weight,pm10ConcNum_24HourRollingMean.raw,pm2_5ConcMass_NowCast.value,pm2_5NowCastAqi.value,no2UsEpaAqi.raw,no2UsEpaAqi.value,pm2_5WaDwerAqi.raw,pm2_5WaDwerAqi.value,pm10WaDwerAqi.raw,pm10WaDwerAqi.value,no2WaDwerAqi.raw,no2WaDwerAqi.value,year,month,day,time
2022-01-21 11:00:00+03:00,66.57,4.0,66.57,30.43,4.0,30.43,26.94,4.0,26.94,22.2,4.0,22.2,25.62,4.0,25.62,13.01,4.0,13.01,27.18,4.0,27.18,28.11,4.0,28.11,1.15,4.0,1.15,19.88,87,19.88,23.76,87,23.76,24.79,87,24.79,23.98,87,23.98,28.44,85.0,1.0,1.0,80,80,50,50,1.0,1.0,2022,1,21,11:00
2022-01-21 10:00:00+03:00,66.72,3.0,66.72,30.42,3.0,30.42,24.92,3.0,24.92,20.22,3.0,20.22,23.75,3.0,23.75,12.92,3.0,12.92,25.09,3.0,25.09,23.22,3.0,23.22,-3.25,3.0,-3.25,19.57,87,19.57,23.36,87,23.36,24.43,87,24.43,23.57,87,23.57,36.65,104.0,,,78,78,49,49,,,2022,1,21,10:00
2022-01-21 09:00:00+03:00,69.88,4.0,69.88,29.31,4.0,29.31,42.13,4.0,42.13,34.34,4.0,34.34,40.01,4.0,40.01,21.45,4.0,21.45,42.45,4.0,42.45,42.41,4.0,42.41,-0.97,4.0,-0.97,19.73,87,19.73,23.61,87,23.61,24.7,87,24.7,23.83,87,23.83,38.94,109.0,,,79,79,49,49,,,2022,1,21,09:00
2022-01-21 08:00:00+03:00,75.22,3.0,75.22,28.3,3.0,28.3,57.99,3.0,57.99,42.12,3.0,42.12,55.12,3.0,55.12,26.46,3.0,26.46,58.58,3.0,58.58,56.86,3.0,56.86,4.05,3.0,4.05,18.91,86,18.91,22.56,86,22.56,23.68,86,23.68,22.77,86,22.77,35.76,102.0,4.0,4.0,76,76,47,47,3.0,3.0,2022,1,21,08:00
2022-01-21 07:00:00+03:00,79.58,4.0,79.58,27.46,4.0,27.46,54.72,4.0,54.72,40.55,4.0,40.55,52.06,4.0,52.06,25.95,4.0,25.95,55.16,4.0,55.16,52.2,4.0,52.2,9.72,4.0,9.72,18.38,87,18.38,21.62,87,21.62,22.82,87,22.82,21.82,87,21.82,30.95,91.0,9.0,9.0,74,74,46,46,8.0,8.0,2022,1,21,07:00
2022-01-21 06:00:00+03:00,81.98,3.0,81.98,26.75,3.0,26.75,51.25,3.0,51.25,38.39,3.0,38.39,48.83,3.0,48.83,24.92,3.0,24.92,51.61,3.0,51.61,47.05,3.0,47.05,10.24,3.0,10.24,18.0,86,18.0,20.89,86,20.89,22.32,86,22.32,21.09,86,21.09,22.96,74.0,10.0,10.0,72,72,45,45,9.0,9.0,2022,1,21,06:00
2022-01-21 05:00:00+03:00,81.43,4.0,81.43,26.93,4.0,26.93,30.12,4.0,30.12,27.41,4.0,27.41,28.48,4.0,28.48,16.69,4.0,16.69,30.38,4.0,30.38,31.93,4.0,31.93,9.2,4.0,9.2,18.21,87,18.21,20.92,87,20.92,22.68,87,22.68,21.12,87,21.12,18.83,65.0,9.0,9.0,73,73,45,45,8.0,8.0,2022,1,21,05:00
2022-01-21 04:00:00+03:00,79.74,3.0,79.74,27.31,3.0,27.31,24.46,3.0,24.46,22.96,3.0,22.96,23.06,3.0,23.06,13.19,3.0,13.19,24.71,3.0,24.71,28.4,3.0,28.4,7.29,3.0,7.29,18.05,86,18.05,20.78,86,20.78,22.54,86,22.54,20.98,86,20.98,15.83,59.0,7.0,7.0,72,72,45,45,6.0,6.0,2022,1,21,04:00
2022-01-21 03:00:00+03:00,79.95,4.0,79.95,27.36,4.0,27.36,17.85,4.0,17.85,15.92,4.0,15.92,16.81,4.0,16.81,9.5,4.0,9.5,18.0,4.0,18.0,19.0,4.0,19.0,7.51,4.0,7.51,18.08,87,18.08,20.81,87,20.81,22.56,87,22.56,21.01,87,21.01,15.79,59.0,7.0,7.0,72,72,45,45,6.0,6.0,2022,1,21,03:00
2022-01-21 02:00:00+03:00,80.33,3.0,80.33,27.45,3.0,27.45,18.65,3.0,18.65,17.17,3.0,17.17,17.58,3.0,17.58,9.85,3.0,9.85,18.83,3.0,18.83,20.95,3.0,20.95,7.33,3.0,7.33,18.44,86,18.44,21.3,86,21.3,23.01,86,23.01,21.51,86,21.51,15.53,58.0,7.0,7.0,74,74,46,46,6.0,6.0,2022,1,21,02:00
2022-01-21 01:00:00+03:00,79.94,3.0,79.94,27.54,3.0,27.54,18.2,3.0,18.2,16.5,3.0,16.5,17.14,3.0,17.14,9.45,3.0,9.45,18.36,3.0,18.36,19.58,3.0,19.58,7.28,3.0,7.28,18.34,87,18.34,21.21,87,21.21,22.88,87,22.88,21.42,87,21.42,15.09,57.0,7.0,7.0,73,73,46,46,6.0,6.0,2022,1,21,01:00
2022-01-21 00:00:00+03:00,79.55,4.0,79.55,27.67,4.0,27.67,16.91,4.0,16.91,15.16,4.0,15.16,15.98,4.0,15.98,8.54,4.0,8.54,17.08,4.0,17.08,18.63,4.0,18.63,6.42,4.0,6.42,18.28,87,18.28,21.16,87,21.16,22.8,87,22.8,21.37,87,21.37,15.04,57.0,6.0,6.0,73,73,46,46,5.0,5.0,2022,1,21,00:00
2022-01-20 23:00:00+03:00,79.57,3.0,79.57,27.76,3.0,27.76,16.16,3.0,16.16,15.27,3.0,15.27,15.21,3.0,15.21,8.26,3.0,8.26,16.35,3.0,16.35,18.13,3.0,18.13,6.58,3.0,6.58,18.36,87,18.36,21.3,87,21.3,22.85,87,22.85,21.5,87,21.5,14.91,57.0,6.0,6.0,73,73,46,46,5.0,5.0,2022,1,20,23:00
2022-01-20 22:00:00+03:00,79.08,4.0,79.08,27.79,4.0,27.79,16.57,4.0,16.57,15.01,4.0,15.01,15.55,4.0,15.55,8.55,4.0,8.55,16.71,4.0,16.71,17.97,4.0,17.97,6.25,4.0,6.25,18.31,87,18.31,21.29,87,21.29,22.79,87,22.79,21.5,87,21.5,14.86,57.0,6.0,6.0,73,73,46,46,5.0,5.0,2022,1,20,22:00
2022-01-20 21:00:00+03:00,79.61,3.0,79.61,27.72,3.0,27.72,16.86,3.0,16.86,15.0,3.0,15.0,15.86,3.0,15.86,8.46,3.0,8.46,17.01,3.0,17.01,17.5,3.0,17.5,6.08,3.0,6.08,18.23,87,18.23,21.28,87,21.28,22.7,87,22.7,21.48,87,21.48,14.81,57.0,6.0,6.0,73,73,45,45,5.0,5.0,2022,1,20,21:00
2022-01-20 20:00:00+03:00,79.75,4.0,79.75,27.72,4.0,27.72,18.99,4.0,18.99,16.33,4.0,16.33,17.97,4.0,17.97,9.82,4.0,9.82,19.15,4.0,19.15,19.7,4.0,19.7,9.04,4.0,9.04,18.29,87,18.29,21.36,87,21.36,22.89,87,22.89,21.57,87,21.57,14.55,56.0,9.0,9.0,73,73,46,46,8.0,8.0,2022,1,20,20:00
2022-01-20 19:00:00+03:00,77.85,3.0,77.85,27.84,3.0,27.84,17.78,3.0,17.78,15.09,3.0,15.09,16.84,3.0,16.84,9.19,3.0,9.19,17.93,3.0,17.93,18.79,3.0,18.79,7.27,3.0,7.27,18.37,86,18.37,21.43,86,21.43,23.04,86,23.04,21.64,86,21.64,14.01,55.0,7.0,7.0,73,73,46,46,6.0,6.0,2022,1,20,19:00
2022-01-20 18:00:00+03:00,76.64,4.0,76.64,28.35,4.0,28.35,17.0,4.0,17.0,13.93,4.0,13.93,16.19,4.0,16.19,8.53,4.0,8.53,17.12,4.0,17.12,16.37,4.0,16.37,7.35,4.0,7.35,18.27,87,18.27,21.29,87,21.29,22.91,87,22.91,21.5,87,21.5,14.09,55.0,7.0,7.0,73,73,46,46,6.0,6.0,2022,1,20,18:00
2022-01-20 17:00:00+03:00,76.26,3.0,76.26,28.94,3.0,28.94,17.22,3.0,17.22,14.5,3.0,14.5,16.35,3.0,16.35,8.36,3.0,8.36,17.4,3.0,17.4,18.29,3.0,18.29,8.45,3.0,8.45,18.38,86,18.38,21.34,86,21.34,23.18,86,23.18,21.55,86,21.55,13.69,54.0,8.0,8.0,74,74,46,46,7.0,7.0,2022,1,20,17:00
2022-01-20 16:00:00+03:00,75.88,4.0,75.88,28.9,4.0,28.9,16.79,4.0,16.79,14.92,4.0,14.92,15.99,4.0,15.99,8.15,4.0,8.15,16.99,4.0,16.99,18.98,4.0,18.98,8.9,4.0,8.9,18.42,87,18.42,21.33,87,21.33,23.31,87,23.31,21.54,87,21.54,12.48,52.0,8.0,8.0,74,74,47,47,7.0,7.0,2022,1,20,16:00
2022-01-20 15:00:00+03:00,72.83,3.0,72.83,29.66,3.0,29.66,14.2,3.0,14.2,11.6,3.0,11.6,13.46,3.0,13.46,6.36,3.0,6.36,14.35,3.0,14.35,15.18,3.0,15.18,6.13,3.0,6.13,18.65,86,18.65,21.51,86,21.51,23.8,86,23.8,21.74,86,21.74,13.36,54.0,6.0,6.0,75,75,48,48,5.0,5.0,2022,1,20,15:00
2022-01-20 14:00:00+03:00,72.13,4.0,72.13,30.19,4.0,30.19,13.96,4.0,13.96,13.18,4.0,13.18,13.22,4.0,13.22,6.43,4.0,6.43,14.19,4.0,14.19,18.36,4.0,18.36,7.24,4.0,7.24,18.53,87,18.53,21.36,87,21.36,23.68,87,23.68,21.59,87,21.59,13.54,54.0,7.0,7.0,74,74,47,47,6.0,6.0,2022,1,20,14:00
2022-01-20 13:00:00+03:00,70.78,3.0,70.78,30.28,3.0,30.28,14.69,3.0,14.69,12.83,3.0,12.83,13.95,3.0,13.95,6.75,3.0,6.75,14.9,3.0,14.9,17.48,3.0,17.48,6.93,3.0,6.93,18.65,86,18.65,21.55,86,21.55,23.74,86,23.74,21.77,86,21.77,14.27,56.0,7.0,7.0,75,75,47,47,6.0,6.0,2022,1,20,13:00
2022-01-20 12:00:00+03:00,69.64,4.0,69.64,30.36,4.0,30.36,13.27,4.0,13.27,11.75,4.0,11.75,12.59,4.0,12.59,5.92,4.0,5.92,13.43,4.0,13.43,15.61,4.0,15.61,3.46,4.0,3.46,18.79,87,18.79,21.7,87,21.7,23.95,87,23.95,21.92,87,21.92,16.79,61.0,3.0,3.0,75,75,48,48,3.0,3.0,2022,1,20,12:00
2022-01-20 11:00:00+03:00,71.34,3.0,71.34,29.9,3.0,29.9,16.33,3.0,16.33,14.01,3.0,14.01,15.49,3.0,15.49,7.86,3.0,7.86,16.5,3.0,16.5,18.59,3.0,18.59,6.13,3.0,6.13,18.86,86,18.86,21.85,86,21.85,23.99,86,23.99,22.07,86,22.07,19.56,67.0,6.0,6.0,75,75,48,48,5.0,5.0,2022,1,20,11:00
2022-01-20 10:00:00+03:00,68.8,4.0,68.8,30.79,4.0,30.79,18.14,4.0,18.14,15.46,4.0,15.46,17.2,4.0,17.2,8.95,4.0,8.95,18.32,4.0,18.32,20.26,4.0,20.26,0.36,4.0,0.36,18.83,87,18.83,21.86,87,21.86,23.88,87,23.88,22.08,87,22.08,23.67,75.0,0.0,0.0,75,75,48,48,0.0,0.0,2022,1,20,10:00
2022-01-20 09:00:00+03:00,68.18,3.0,68.18,30.59,3.0,30.59,32.31,3.0,32.31,24.88,3.0,24.88,30.75,3.0,30.75,15.17,3.0,15.17,32.58,3.0,32.58,30.89,3.0,30.89,-6.12,3.0,-6.12,18.78,86,18.78,21.81,86,21.81,23.8,86,23.8,22.03,86,22.03,22.45,73.0,,,75,75,48,48,,,2022,1,20,09:00
2022-01-20 08:00:00+03:00,73.75,3.0,73.75,28.98,3.0,28.98,18.18,3.0,18.18,15.54,3.0,15.54,17.24,3.0,17.24,9.38,3.0,9.38,18.33,3.0,18.33,19.08,3.0,19.08,-0.37,3.0,-0.37,18.54,87,18.54,21.47,87,21.47,23.46,87,23.46,21.69,87,21.69,29.36,87.0,,,74,74,47,47,,,2022,1,20,08:00
2022-01-20 07:00:00+03:00,78.68,4.0,78.68,27.76,4.0,27.76,28.6,4.0,28.6,24.84,4.0,24.84,27.17,4.0,27.17,15.32,4.0,15.32,28.86,4.0,28.86,29.93,4.0,29.93,6.37,4.0,6.37,19.04,87,19.04,22.07,87,22.07,24.06,87,24.06,22.29,87,22.29,33.88,97.0,6.0,6.0,76,76,48,48,5.0,5.0,2022,1,20,07:00
2022-01-20 06:00:00+03:00,82.53,3.0,82.53,26.57,3.0,26.57,44.92,3.0,44.92,36.97,3.0,36.97,42.43,3.0,42.43,22.85,3.0,22.85,45.28,3.0,45.28,47.51,3.0,47.51,11.51,3.0,11.51,18.95,87,18.95,21.97,87,21.97,23.94,87,23.94,22.18,87,22.18,30.77,90.0,11.0,11.0,76,76,48,48,10.0,10.0,2022,1,20,06:00
2022-01-20 05:00:00+03:00,82.09,4.0,82.09,26.83,4.0,26.83,44.27,4.0,44.27,37.85,4.0,37.85,41.74,4.0,41.74,22.57,4.0,22.57,44.73,4.0,44.73,48.75,4.0,48.75,9.78,4.0,9.78,18.22,87,18.22,21.05,87,21.05,22.92,87,22.92,21.26,87,21.26,23.58,75.0,9.0,9.0,73,73,46,46,8.0,8.0,2022,1,20,05:00
2022-01-20 04:00:00+03:00,82.08,3.0,82.08,26.96,3.0,26.96,29.15,3.0,29.15,25.99,3.0,25.99,27.41,3.0,27.41,15.08,3.0,15.08,29.42,3.0,29.42,30.94,3.0,30.94,10.07,3.0,10.07,17.29,87,17.29,19.94,87,19.94,21.65,87,21.65,20.14,87,20.14,21.22,70.0,10.0,10.0,69,69,43,43,8.0,8.0,2022,1,20,04:00
2022-01-20 03:00:00+03:00,81.68,4.0,81.68,27.16,4.0,27.16,24.31,4.0,24.31,22.32,4.0,22.32,22.92,4.0,22.92,13.33,4.0,13.33,24.53,4.0,24.53,27.41,4.0,27.41,10.08,4.0,10.08,17.0,87,17.0,19.58,87,19.58,21.32,87,21.32,19.77,87,19.77,20.21,68.0,10.0,10.0,68,68,43,43,8.0,8.0,2022,1,20,03:00
2022-01-20 02:00:00+03:00,81.48,3.0,81.48,27.39,3.0,27.39,30.91,3.0,30.91,25.55,3.0,25.55,29.06,3.0,29.06,15.52,3.0,15.52,31.17,3.0,31.17,30.8,3.0,30.8,10.03,3.0,10.03,16.6,86,16.6,19.19,86,19.19,20.81,86,20.81,19.38,86,19.38,15.32,58.0,9.0,9.0,66,66,42,42,8.0,8.0,2022,1,20,02:00
2022-01-20 01:00:00+03:00,80.67,4.0,80.67,27.64,4.0,27.64,17.42,4.0,17.42,15.44,4.0,15.44,16.46,4.0,16.46,9.03,4.0,9.03,17.59,4.0,17.59,18.5,4.0,18.5,8.85,4.0,8.85,16.15,86,16.15,18.61,86,18.61,20.26,86,20.26,18.8,86,18.8,15.18,57.0,8.0,8.0,65,65,41,41,7.0,7.0,2022,1,20,01:00
2022-01-20 00:00:00+03:00,79.85,3.0,79.85,27.83,3.0,27.83,16.74,3.0,16.74,14.76,3.0,14.76,15.86,3.0,15.86,8.65,3.0,8.65,16.91,3.0,16.91,17.52,3.0,17.52,8.33,3.0,8.33,15.89,85,15.89,18.34,85,18.34,19.99,85,19.99,18.53,85,18.53,15.55,58.0,8.0,8.0,64,64,40,40,7.0,7.0,2022,1,20,00:00
2022-01-19 23:00:00+03:00,79.36,4.0,79.36,27.92,4.0,27.92,19.77,4.0,19.77,16.75,4.0,16.75,18.72,4.0,18.72,10.34,4.0,10.34,19.91,4.0,19.91,19.71,4.0,19.71,7.88,4.0,7.88,15.71,86,15.71,18.15,86,18.15,19.81,86,19.81,18.33,86,18.33,14.5,56.0,7.0,7.0,63,63,40,40,7.0,7.0,2022,1,19,23:00
2022-01-19 22:00:00+03:00,78.79,3.0,78.79,27.99,3.0,27.99,16.13,3.0,16.13,13.93,3.0,13.93,15.22,3.0,15.22,8.38,3.0,8.38,16.26,3.0,16.26,16.2,3.0,16.2,7.27,3.0,7.27,15.61,85,15.61,18.0,85,18.0,19.76,85,19.76,18.19,85,18.19,15.0,57.0,7.0,7.0,62,62,40,40,6.0,6.0,2022,1,19,22:00
2022-01-19 21:00:00+03:00,78.41,4.0,78.41,28.09,4.0,28.09,16.25,4.0,16.25,13.34,4.0,13.34,15.46,4.0,15.46,8.0,4.0,8.0,16.38,4.0,16.38,16.13,4.0,16.13,7.8,4.0,7.8,15.57,86,15.57,17.98,86,17.98,19.67,86,19.67,18.17,86,18.17,16.46,60.0,7.0,7.0,62,62,39,39,6.0,6.0,2022,1,19,21:00
2022-01-19 20:00:00+03:00,77.96,3.0,77.96,28.12,3.0,28.12,19.32,3.0,19.32,16.6,3.0,16.6,18.39,3.0,18.39,9.46,3.0,9.46,19.56,3.0,19.56,23.02,3.0,23.02,9.38,3.0,9.38,15.65,85,15.65,18.05,85,18.05,19.84,85,19.84,18.23,85,18.23,16.34,60.0,9.0,9.0,63,63,40,40,8.0,8.0,2022,1,19,20:00
2022-01-19 19:00:00+03:00,77.31,3.0,77.31,28.2,3.0,28.2,20.01,3.0,20.01,17.88,3.0,17.88,18.97,3.0,18.97,10.2,3.0,10.2,20.23,3.0,20.23,22.79,3.0,22.79,9.26,3.0,9.26,15.62,85,15.62,18.03,85,18.03,19.68,85,19.68,18.22,85,18.22,14.99,57.0,9.0,9.0,62,62,39,39,8.0,8.0,2022,1,19,19:00
2022-01-19 18:00:00+03:00,75.41,4.0,75.41,28.64,4.0,28.64,15.81,4.0,15.81,13.78,4.0,13.78,14.97,4.0,14.97,7.83,4.0,7.83,15.97,4.0,15.97,17.14,4.0,17.14,8.0,4.0,8.0,15.53,86,15.53,17.97,86,17.97,19.51,86,19.51,18.15,86,18.15,16.08,59.0,8.0,8.0,62,62,39,39,7.0,7.0,2022,1,19,18:00
2022-01-19 17:00:00+03:00,73.44,3.0,73.44,29.31,3.0,29.31,16.83,3.0,16.83,15.67,3.0,15.67,15.88,3.0,15.88,8.29,3.0,8.29,17.05,3.0,17.05,21.78,3.0,21.78,8.11,3.0,8.11,15.53,85,15.53,18.01,85,18.01,19.52,85,19.52,18.19,85,18.19,16.5,60.0,8.0,8.0,62,62,39,39,7.0,7.0,2022,1,19,17:00
2022-01-19 16:00:00+03:00,73.42,4.0,73.42,29.58,4.0,29.58,17.97,4.0,17.97,16.38,4.0,16.38,17.06,4.0,17.06,8.87,4.0,8.87,18.21,4.0,18.21,22.48,4.0,22.48,9.76,4.0,9.76,15.43,86,15.43,17.98,86,17.98,19.29,86,19.29,18.16,86,18.16,16.62,61.0,9.0,9.0,62,62,39,39,8.0,8.0,2022,1,19,16:00
2022-01-19 15:00:00+03:00,72.26,3.0,72.26,30.02,3.0,30.02,20.67,3.0,20.67,20.25,3.0,20.25,19.58,3.0,19.58,10.36,3.0,10.36,21.09,3.0,21.09,31.52,3.0,31.52,10.41,3.0,10.41,15.31,85,15.31,17.93,85,17.93,19.04,85,19.04,18.11,85,18.11,12.99,53.0,10.0,10.0,61,61,38,38,9.0,9.0,2022,1,19,15:00
2022-01-19 14:00:00+03:00,72.19,4.0,72.19,29.95,4.0,29.95,12.78,4.0,12.78,10.8,4.0,10.8,12.17,4.0,12.17,5.91,4.0,5.91,12.94,4.0,12.94,14.74,4.0,14.74,7.0,4.0,7.0,15.0,86,15.0,17.73,86,17.73,18.44,86,18.44,17.89,86,17.89,15.19,57.0,7.0,7.0,60,60,37,37,6.0,6.0,2022,1,19,14:00
2022-01-19 13:00:00+03:00,72.22,3.0,72.22,30.22,3.0,30.22,16.87,3.0,16.87,14.88,3.0,14.88,16.05,3.0,16.05,8.05,3.0,8.05,17.06,3.0,17.06,18.33,3.0,18.33,11.21,3.0,11.21,15.27,85,15.27,18.03,85,18.03,18.69,85,18.69,18.2,85,18.2,15.5,58.0,11.0,11.0,61,61,37,37,9.0,9.0,2022,1,19,13:00
2022-01-19 12:00:00+03:00,68.16,4.0,68.16,31.71,4.0,31.71,19.56,4.0,19.56,17.4,4.0,17.4,18.61,4.0,18.61,9.72,4.0,9.72,19.82,4.0,19.82,23.44,4.0,23.44,10.29,4.0,10.29,15.37,86,15.37,18.17,86,18.17,18.8,86,18.8,18.34,86,18.34,13.6,54.0,10.0,10.0,61,61,38,38,9.0,9.0,2022,1,19,12:00
2022-01-19 11:00:00+03:00,59.04,3.0,59.04,33.06,3.0,33.06,14.81,3.0,14.81,11.38,3.0,11.38,14.19,3.0,14.19,7.12,3.0,7.12,14.94,3.0,14.94,14.1,3.0,14.1,-10.13,3.0,-10.13,15.26,85,15.26,18.13,85,18.13,18.6,85,18.6,18.29,85,18.29,15.82,59.0,,,61,61,37,37,,,2022,1,19,11:00
2022-01-19 10:00:00+03:00,65.03,4.0,65.03,31.64,4.0,31.64,17.95,4.0,17.95,14.44,4.0,14.44,17.14,4.0,17.14,8.81,4.0,8.81,18.1,4.0,18.1,17.47,4.0,17.47,-6.19,4.0,-6.19,15.31,86,15.31,18.19,86,18.19,18.63,86,18.63,18.35,86,18.35,17.2,62.0,,,61,61,37,37,,,2022,1,19,10:00
2022-01-19 09:00:00+03:00,69.5,3.0,69.5,30.36,3.0,30.36,15.51,3.0,15.51,12.93,3.0,12.93,14.73,3.0,14.73,7.18,3.0,7.18,15.66,3.0,15.66,16.93,3.0,16.93,-1.92,3.0,-1.92,15.27,85,15.27,18.16,85,18.16,18.63,85,18.63,18.32,85,18.32,21.47,71.0,,,61,61,37,37,,,2022,1,19,09:00
2022-01-19 08:00:00+03:00,75.13,4.0,75.13,29.26,4.0,29.26,22.28,4.0,22.28,18.24,4.0,18.24,21.22,4.0,21.22,11.41,4.0,11.41,22.44,4.0,22.44,21.72,4.0,21.72,2.03,4.0,2.03,15.5,86,15.5,18.4,86,18.4,18.83,86,18.83,18.57,86,18.57,24.7,77.0,2.0,2.0,62,62,38,38,2.0,2.0,2022,1,19,08:00
2022-01-19 07:00:00+03:00,79.57,3.0,79.57,27.88,3.0,27.88,35.63,3.0,35.63,29.94,3.0,29.94,33.82,3.0,33.82,18.41,3.0,18.41,35.9,3.0,35.9,36.3,3.0,36.3,8.24,3.0,8.24,15.68,85,15.68,18.52,85,18.52,18.99,85,18.99,18.69,85,18.69,19.46,66.0,8.0,8.0,63,63,38,38,7.0,7.0,2022,1,19,07:00
2022-01-19 06:00:00+03:00,81.3,4.0,81.3,27.31,4.0,27.31,26.3,4.0,26.3,22.98,4.0,22.98,24.91,4.0,24.91,14.08,4.0,14.08,26.5,4.0,26.5,27.31,4.0,27.31,9.84,4.0,9.84,15.52,86,15.52,18.29,86,18.29,18.74,86,18.74,18.45,86,18.45,15.94,59.0,9.0,9.0,62,62,37,37,8.0,8.0,2022,1,19,06:00
2022-01-19 05:00:00+03:00,80.87,3.0,80.87,27.54,3.0,27.54,18.34,3.0,18.34,15.62,3.0,15.62,17.42,3.0,17.42,9.59,3.0,9.59,18.49,3.0,18.49,18.1,3.0,18.1,9.08,3.0,9.08,15.24,85,15.24,17.98,85,17.98,18.39,85,18.39,18.14,85,18.14,16.26,60.0,9.0,9.0,61,61,37,37,8.0,8.0,2022,1,19,05:00
2022-01-19 04:00:00+03:00,80.6,4.0,80.6,27.73,4.0,27.73,20.16,4.0,20.16,17.73,4.0,17.73,19.08,4.0,19.08,10.41,4.0,10.41,20.34,4.0,20.34,20.99,4.0,20.99,8.71,4.0,8.71,15.21,85,15.21,17.96,85,17.96,18.37,85,18.37,18.12,85,18.12,14.8,57.0,8.0,8.0,61,61,37,37,7.0,7.0,2022,1,19,04:00
2022-01-19 03:00:00+03:00,80.31,3.0,80.31,27.88,3.0,27.88,18.52,3.0,18.52,17.56,3.0,17.56,17.52,3.0,17.52,9.34,3.0,9.34,18.74,3.0,18.74,21.41,3.0,21.41,8.77,3.0,8.77,15.29,85,15.29,18.03,85,18.03,18.45,85,18.45,18.19,85,18.19,12.03,51.0,8.0,8.0,61,61,37,37,7.0,7.0,2022,1,19,03:00
2022-01-19 02:00:00+03:00,80.2,3.0,80.2,27.96,3.0,27.96,14.77,3.0,14.77,12.69,3.0,12.69,14.03,3.0,14.03,7.31,3.0,7.31,14.91,3.0,14.91,14.91,3.0,14.91,8.04,3.0,8.04,15.18,85,15.18,18.02,85,18.02,18.26,85,18.26,18.17,85,18.17,11.37,47.0,8.0,8.0,61,61,37,37,7.0,7.0,2022,1,19,02:00
2022-01-19 01:00:00+03:00,80.16,3.0,80.16,28.04,3.0,28.04,14.35,3.0,14.35,12.46,3.0,12.46,13.61,3.0,13.61,6.92,3.0,6.92,14.51,3.0,14.51,14.99,3.0,14.99,8.38,3.0,8.38,15.19,86,15.19,18.05,86,18.05,18.23,86,18.23,18.21,86,18.21,10.29,43.0,8.0,8.0,61,61,36,36,7.0,7.0,2022,1,19,01:00
2022-01-19 00:00:00+03:00,80.63,3.0,80.63,27.97,3.0,27.97,9.41,3.0,9.41,7.88,3.0,7.88,8.9,3.0,8.9,3.94,3.0,3.94,9.51,3.0,9.51,10.19,3.0,10.19,9.14,3.0,9.14,15.27,86,15.27,18.18,86,18.18,18.28,86,18.28,18.34,86,18.34,13.2,53.0,9.0,9.0,61,61,37,37,8.0,8.0,2022,1,19,00:00
2022-01-18 23:00:00+03:00,79.89,4.0,79.89,28.19,4.0,28.19,12.95,4.0,12.95,11.17,4.0,11.17,12.28,4.0,12.28,6.08,4.0,6.08,13.09,4.0,13.09,14.28,4.0,14.28,9.05,4.0,9.05,15.87,87,15.87,18.89,87,18.89,18.93,87,18.93,19.04,87,19.04,14.35,56.0,9.0,9.0,63,63,38,38,8.0,8.0,2022,1,18,23:00
2022-01-18 22:00:00+03:00,78.59,3.0,78.59,28.29,3.0,28.29,16.29,3.0,16.29,14.15,3.0,14.15,15.44,3.0,15.44,8.16,3.0,8.16,16.45,3.0,16.45,18.28,3.0,18.28,6.5600000000000005,3.0,6.5600000000000005,16.48,86,16.48,19.6,86,19.6,19.58,86,19.58,19.76,86,19.76,14.43,56.0,6.0,6.0,66,66,39,39,5.0,5.0,2022,1,18,22:00
2022-01-18 21:00:00+03:00,78.47,4.0,78.47,28.29,4.0,28.29,16.14,4.0,16.14,13.65,4.0,13.65,15.31,4.0,15.31,7.9,4.0,7.9,16.26,4.0,16.26,15.26,4.0,15.26,7.24,4.0,7.24,16.55,87,16.55,19.7,87,19.7,19.62,87,19.62,19.86,87,19.86,14.73,57.0,7.0,7.0,66,66,39,39,6.0,6.0,2022,1,18,21:00
2022-01-18 20:00:00+03:00,78.94,3.0,78.94,28.17,3.0,28.17,17.45,3.0,17.45,14.85,3.0,14.85,16.57,3.0,16.57,8.8,3.0,8.8,17.63,3.0,17.63,19.66,3.0,19.66,7.3,3.0,7.3,16.58,86,16.58,19.75,86,19.75,19.73,86,19.73,19.91,86,19.91,14.66,56.0,7.0,7.0,66,66,39,39,6.0,6.0,2022,1,18,20:00
