pm4cnc,pm4cnt,dt_time,pm25raw,pm2.5cnc,temp,rh,o3op1,o3op2,no2op1,no2op2,pm10cnc,PM10,pres,altd,pm1cnc,pm0.3cnt,pm0.5cnt,pm1cnt,pm2.5cnt,pm5cnt,pm10cnt,lat,lon,no,nox,nh3,co,co2,benzene,deviceid
0,0,2023-11-29 21:39:00,4,4,32.2,64.9,0,0,0,0,4,0,998,398,3,0,28,33,33,0,33,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:40:00,4,4,32.2,65.2,0,0,0,0,4,0,998,399,4,0,33,38,38,0,38,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:41:00,4,4,32.2,65.7,0,0,0,0,4,0,998,398,4,0,32,38,38,0,38,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:42:00,4,4,32.2,65.1,0,0,0,0,4,0,998,397,3,0,27,31,31,0,31,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:43:00,4,4,31.9,65.1,0,0,0,0,4,0,998,398,3,0,27,32,32,0,32,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:44:00,3,3,32.1,65.5,0,0,0,0,4,0,998,395,3,0,24,28,28,0,28,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:45:00,4,4,32.1,64.6,0,0,0,0,4,0,998,398,3,0,25,30,30,0,30,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:46:00,4,4,32.1,64.7,0,0,0,0,4,0,998,398,3,0,28,32,33,0,33,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:47:00,4,4,32.0,64.9,0,0,0,0,4,0,998,397,3,0,29,34,34,0,34,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:48:00,4,4,31.9,65.9,0,0,0,0,4,0,998,398,3,0,31,36,36,0,36,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:49:00,5,5,31.9,66.4,0,0,0,0,5,0,998,398,4,0,33,39,39,0,39,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:50:00,4,4,31.7,67.1,0,0,0,0,4,0,998,399,3,0,27,31,31,0,31,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:51:00,4,4,31.7,67.6,0,0,0,0,4,0,998,399,3,0,29,34,34,0,34,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:52:00,4,4,31.5,68.3,0,0,0,0,4,0,998,398,4,0,34,39,40,0,40,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:53:00,4,4,31.5,67.9,0,0,0,0,4,0,998,397,4,0,30,34,35,0,35,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:54:00,4,4,31.4,68.2,0,0,0,0,4,0,998,399,4,0,33,39,39,0,39,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:55:00,4,4,31.5,68.2,0,0,0,0,4,0,998,398,4,0,28,32,33,0,33,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:56:00,4,4,31.5,68.5,0,0,0,0,4,0,998,399,3,0,31,36,36,0,36,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:57:00,4,4,31.5,68.2,0,0,0,0,4,0,998,400,4,0,28,32,33,0,33,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:58:00,4,4,31.4,69.5,0,0,0,0,4,0,998,399,4,0,31,36,36,0,36,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 21:59:00,4,4,31.5,68.5,0,0,0,0,4,0,998,398,4,0,27,32,32,0,32,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:00:00,4,4,31.4,69.8,0,0,0,0,4,0,998,400,4,0,33,39,39,0,39,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:01:00,4,4,31.4,69.5,0,0,0,0,4,0,998,401,3,0,28,33,33,0,33,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:02:00,4,4,31.3,70.0,0,0,0,0,4,0,998,401,4,0,33,38,39,0,39,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:03:00,4,4,31.2,71.0,0,0,0,0,4,0,998,399,4,0,29,33,34,0,34,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:04:00,4,4,31.0,71.5,0,0,0,0,4,0,998,400,4,0,28,33,33,0,33,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:05:00,4,4,31.1,71.5,0,0,0,0,4,0,998,401,4,0,29,34,34,0,34,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:06:00,4,4,31.1,71.7,0,0,0,0,4,0,998,400,4,0,29,34,34,0,34,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:07:00,4,4,31.1,71.8,0,0,0,0,4,0,998,400,3,0,29,34,34,0,34,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:08:00,3,3,31.0,72.0,0,0,0,0,3,0,998,402,3,0,21,24,25,0,25,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:09:00,4,4,31.0,72.0,0,0,0,0,4,0,998,400,3,0,29,34,34,0,34,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:10:00,3,3,31.1,71.8,0,0,0,0,3,0,998,399,3,0,23,26,27,0,27,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:11:00,3,3,30.7,73.2,0,0,0,0,3,0,998,400,3,0,25,29,29,0,29,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:12:00,4,4,30.9,72.3,0,0,0,0,4,0,998,400,3,0,27,31,32,0,32,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:13:00,4,4,30.9,72.5,0,0,0,0,5,0,998,400,4,0,34,39,40,0,40,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:15:00,4,4,30.9,73.0,0,0,0,0,4,0,998,400,4,0,27,32,32,0,32,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:16:00,4,4,30.8,72.8,0,0,0,0,4,0,998,401,3,0,26,30,31,0,31,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:18:00,3,3,30.6,74.1,0,0,0,0,3,0,998,401,2,0,22,25,26,0,26,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:19:00,4,4,30.7,74.2,0,0,0,0,4,0,998,400,3,0,26,30,31,0,31,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:20:00,3,3,30.6,74.3,0,0,0,0,4,0,998,403,3,0,26,31,31,0,31,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:21:00,3,3,30.7,74.9,0,0,0,0,3,0,998,402,3,0,26,31,31,0,31,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:22:00,3,3,30.8,74.4,0,0,0,0,4,0,998,396,3,0,24,28,29,0,29,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:23:00,4,4,30.7,74.0,0,0,0,0,4,0,998,399,3,0,26,31,31,0,31,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:24:00,3,3,30.7,74.6,0,0,0,0,4,0,998,397,3,0,26,31,31,0,31,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:25:00,4,4,30.7,74.5,0,0,0,0,4,0,998,397,3,0,26,31,31,0,31,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:31:00,3,3,30.6,75.0,0,0,0,0,3,0,998,394,2,0,20,24,24,0,24,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:32:00,3,3,30.7,75.5,0,0,0,0,3,0,998,394,3,0,27,31,31,0,31,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:33:00,3,3,30.7,75.5,0,0,0,0,3,0,998,394,3,0,25,29,29,0,29,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:34:00,3,3,30.4,77.4,0,0,0,0,3,0,998,394,3,0,26,31,31,0,31,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:35:00,4,4,30.5,76.1,0,0,0,0,4,0,998,395,3,0,25,30,30,0,30,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:36:00,3,3,30.4,77.2,0,0,0,0,3,0,998,395,2,0,21,24,25,0,25,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:37:00,3,3,30.5,77.0,0,0,0,0,3,0,998,395,3,0,22,25,25,0,25,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:38:00,3,3,30.4,77.5,0,0,0,0,3,0,998,393,2,0,20,23,24,0,24,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:39:00,3,3,30.4,78.3,0,0,0,0,3,0,999,391,3,0,24,28,28,0,28,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:40:00,3,3,30.4,77.6,0,0,0,0,3,0,999,390,3,0,26,30,30,0,30,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:41:00,4,4,30.2,78.4,0,0,0,0,4,0,999,391,3,0,28,32,32,0,32,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:42:00,3,3,30.2,79.4,0,0,0,0,3,0,998,391,3,0,30,35,35,0,35,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:43:00,4,4,30.3,79.5,0,0,0,0,4,0,999,390,4,0,36,42,43,0,43,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:44:00,5,5,30.4,79.0,0,0,0,0,5,0,999,390,4,0,33,39,39,0,39,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:45:00,4,4,30.2,79.0,0,0,0,0,4,0,999,390,4,0,32,37,37,0,37,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:46:00,5,5,30.3,78.6,0,0,0,0,6,0,999,386,5,0,44,51,51,0,51,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:47:00,6,6,30.3,79.1,0,0,0,0,6,0,999,387,6,0,46,53,54,0,54,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:48:00,7,7,30.4,78.7,0,0,0,0,7,0,999,389,6,0,53,61,61,0,61,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:49:00,7,7,30.4,78.5,0,0,0,0,7,0,999,388,7,0,53,62,62,0,62,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:50:00,6,6,30.4,79.0,0,0,0,0,6,0,999,388,6,0,48,55,56,0,56,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:51:00,6,6,30.4,79.0,0,0,0,0,6,0,999,390,6,0,45,53,53,0,53,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:52:00,7,7,30.4,78.7,0,0,0,0,7,0,999,389,6,0,48,56,56,0,56,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:53:00,5,5,30.4,78.5,0,0,0,0,5,0,999,389,5,0,38,44,45,0,45,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:54:00,5,5,30.4,78.2,0,0,0,0,5,0,999,390,5,0,34,39,40,0,40,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:55:00,5,5,30.4,78.6,0,0,0,0,5,0,999,388,4,0,38,44,44,0,44,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:56:00,5,5,30.4,78.3,0,0,0,0,5,0,999,391,5,0,40,47,47,0,47,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:57:00,5,5,30.3,78.1,0,0,0,0,5,0,999,389,4,0,36,42,42,0,42,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 22:59:00,4,4,30.2,79.3,0,0,0,0,4,0,999,387,3,0,28,32,32,0,32,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:00:00,4,4,30.3,79.3,0,0,0,0,4,0,999,387,4,0,29,34,34,0,34,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:01:00,3,3,30.1,79.8,0,0,0,0,3,0,999,388,3,0,25,29,29,0,29,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:02:00,3,3,30.2,80.1,0,0,0,0,3,0,999,389,3,0,27,31,31,0,31,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:03:00,3,3,30.2,78.9,0,0,0,0,4,0,999,386,3,0,28,33,33,0,33,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:04:00,3,3,30.1,80.2,0,0,0,0,3,0,999,389,3,0,22,26,26,0,26,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:05:00,3,3,30.1,79.8,0,0,0,0,3,0,999,385,3,0,21,24,24,0,24,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:07:00,2,2,30.0,79.9,0,0,0,0,2,0,999,385,2,0,24,28,28,0,28,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:08:00,3,3,29.9,80.8,0,0,0,0,3,0,999,382,3,0,21,24,24,0,24,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:09:00,3,3,29.9,80.9,0,0,0,0,3,0,999,383,3,0,28,32,32,0,33,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:10:00,3,3,29.8,80.7,0,0,0,0,3,0,999,384,3,0,24,28,28,0,28,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:11:00,3,3,30.0,80.8,0,0,0,0,3,0,999,382,3,0,23,27,27,0,27,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:12:00,3,3,30.0,80.6,0,0,0,0,3,0,999,382,3,0,25,30,30,0,30,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:13:00,3,3,30.0,80.7,0,0,0,0,3,0,999,383,3,0,24,28,28,0,28,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:14:00,3,3,30.0,80.5,0,0,0,0,3,0,999,381,3,0,24,27,27,0,28,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:15:00,3,3,29.8,82.0,0,0,0,0,3,0,999,382,3,0,23,27,27,0,27,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:16:00,3,3,29.9,81.3,0,0,0,0,3,0,999,380,3,0,29,33,34,0,34,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:17:00,3,3,29.9,81.1,0,0,0,0,3,0,999,382,3,0,26,30,30,0,30,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:18:00,3,3,29.9,80.4,0,0,0,0,3,0,999,380,3,0,24,28,28,0,28,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:19:00,3,3,30.0,80.8,0,0,0,0,3,0,999,379,2,0,22,26,26,0,26,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:20:00,3,3,29.9,81.0,0,0,0,0,3,0,999,378,3,0,24,28,28,0,28,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:21:00,3,3,29.9,81.3,0,0,0,0,3,0,999,379,3,0,26,30,30,0,30,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:22:00,3,3,29.9,81.7,0,0,0,0,3,0,999,378,3,0,21,25,25,0,25,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:23:00,3,3,30.0,80.9,0,0,0,0,3,0,999,378,2,0,22,26,26,0,26,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:24:00,3,3,29.9,81.2,0,0,0,0,3,0,999,377,3,0,24,28,28,0,28,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:25:00,3,3,29.9,80.9,0,0,0,0,3,0,999,376,3,0,25,29,29,0,29,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:26:00,3,3,29.9,81.1,0,0,0,0,3,0,999,376,3,0,28,33,33,0,34,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:27:00,2,2,29.8,81.8,0,0,0,0,2,0,999,374,2,0,17,20,21,0,21,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:28:00,3,3,29.8,80.2,0,0,0,0,3,0,999,374,2,0,23,27,27,0,27,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:29:00,3,3,29.8,81.4,0,0,0,0,3,0,999,373,3,0,26,30,31,0,31,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:30:00,3,3,29.8,82.1,0,0,0,0,3,0,999,374,2,0,22,26,26,0,26,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:31:00,3,3,29.8,81.7,0,0,0,0,3,0,999,372,3,0,21,25,25,0,25,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:32:00,2,2,29.8,81.8,0,0,0,0,2,0,999,374,2,0,17,20,20,0,20,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:33:00,2,2,29.8,81.5,0,0,0,0,2,0,999,372,2,0,22,25,26,0,26,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:34:00,3,3,29.8,81.2,0,0,0,0,3,0,999,371,3,0,25,30,30,0,30,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:35:00,3,3,29.7,82.0,0,0,0,0,3,0,999,371,3,0,21,25,25,0,25,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:36:00,2,2,29.6,81.8,0,0,0,0,3,0,999,370,2,0,18,21,21,0,22,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:37:00,2,2,29.6,81.3,0,0,0,0,3,0,999,370,2,0,18,21,21,0,21,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:38:00,2,2,29.7,81.7,0,0,0,0,3,0,999,369,2,0,22,26,26,0,26,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:39:00,3,3,29.7,81.8,0,0,0,0,3,0,999,369,2,0,20,23,23,0,23,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:40:00,3,3,29.7,81.0,0,0,0,0,3,0,999,366,2,0,25,30,30,0,30,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:41:00,2,2,29.7,81.6,0,0,0,0,2,0,999,366,2,0,20,24,24,0,24,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:42:00,3,3,29.7,80.2,0,0,0,0,3,0,999,364,3,0,23,27,27,0,27,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:43:00,2,2,29.6,79.8,0,0,0,0,3,0,999,365,2,0,21,25,25,0,25,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:44:00,3,3,29.7,80.4,0,0,0,0,3,0,1000,363,3,0,20,24,24,0,24,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:45:00,3,3,29.6,79.4,0,0,0,0,3,0,1000,362,3,0,24,28,28,0,28,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:46:00,3,3,29.6,79.9,0,0,0,0,3,0,1000,362,2,0,21,25,25,0,25,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:47:00,2,2,29.6,79.6,0,0,0,0,2,0,1000,361,2,0,20,23,23,0,23,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:48:00,2,2,29.6,80.0,0,0,0,0,2,0,1000,362,2,0,21,25,25,0,25,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:49:00,2,2,29.6,79.5,0,0,0,0,3,0,1000,359,2,0,23,27,27,0,27,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:50:00,2,2,29.6,79.9,0,0,0,0,2,0,1000,358,2,0,17,20,20,0,20,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:51:00,2,2,29.5,79.8,0,0,0,0,2,0,1000,360,2,0,22,25,26,0,26,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:52:00,2,2,29.5,79.0,0,0,0,0,3,0,1000,359,2,0,22,26,27,0,27,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:53:00,2,2,29.5,79.7,0,0,0,0,3,0,1000,357,2,0,20,24,24,0,24,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:54:00,3,3,29.5,79.4,0,0,0,0,3,0,1000,358,2,0,23,27,27,0,27,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:55:00,3,3,29.4,79.0,0,0,0,0,3,0,1000,353,3,0,21,24,25,0,25,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:56:00,3,3,29.4,79.3,0,0,0,0,3,0,1000,355,2,0,20,24,24,0,24,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:57:00,3,3,29.5,79.3,0,0,0,0,3,0,1000,356,2,0,23,26,27,0,27,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:58:00,2,2,29.5,78.8,0,0,0,0,2,0,1000,356,2,0,17,20,20,0,20,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-29 23:59:00,3,3,29.5,78.8,0,0,0,0,3,0,1000,355,2,0,20,24,24,0,24,0,0,0,0,0,0,0,0,3083988F1432
0,0,2023-11-30 00:00:00,3,3,29.5,79.1,0,0,0,0,3,0,1000,357,3,0,25,29,29,0,30,0,0,0,0,0,0,0,0,3083988F1432
