val.hmd,val.tmp,val.bar.pA,rec,ver,tag
76,29.7,100.123,2023-11-29T21:04:15Z,1,scs-bgx-868
76,29.8,100.124,2023-11-29T21:05:15Z,1,scs-bgx-868
76.1,29.7,100.125,2023-11-29T21:06:15Z,1,scs-bgx-868
76.1,29.7,100.126,2023-11-29T21:07:15Z,1,scs-bgx-868
76,29.7,100.125,2023-11-29T21:08:15Z,1,scs-bgx-868
75.9,29.8,100.125,2023-11-29T21:09:15Z,1,scs-bgx-868
75.8,29.8,100.124,2023-11-29T21:10:15Z,1,scs-bgx-868
75.8,29.8,100.124,2023-11-29T21:11:15Z,1,scs-bgx-868
75.9,29.8,100.123,2023-11-29T21:12:15Z,1,scs-bgx-868
76.1,29.8,100.123,2023-11-29T21:13:15Z,1,scs-bgx-868
76,29.7,100.122,2023-11-29T21:14:15Z,1,scs-bgx-868
76.2,29.7,100.12,2023-11-29T21:15:15Z,1,scs-bgx-868
76.2,29.7,100.117,2023-11-29T21:16:15Z,1,scs-bgx-868
76,29.8,100.116,2023-11-29T21:17:15Z,1,scs-bgx-868
76.4,29.7,100.114,2023-11-29T21:18:15Z,1,scs-bgx-868
76.3,29.7,100.115,2023-11-29T21:19:15Z,1,scs-bgx-868
76.3,29.6,100.117,2023-11-29T21:20:15Z,1,scs-bgx-868
76.4,29.6,100.118,2023-11-29T21:21:15Z,1,scs-bgx-868
76.3,29.6,100.119,2023-11-29T21:22:15Z,1,scs-bgx-868
76.3,29.7,100.119,2023-11-29T21:23:15Z,1,scs-bgx-868
76.1,29.7,100.119,2023-11-29T21:24:15Z,1,scs-bgx-868
76.1,29.7,100.117,2023-11-29T21:25:15Z,1,scs-bgx-868
76.3,29.6,100.116,2023-11-29T21:26:15Z,1,scs-bgx-868
76.2,29.7,100.115,2023-11-29T21:27:15Z,1,scs-bgx-868
76.2,29.7,100.115,2023-11-29T21:28:15Z,1,scs-bgx-868
76.3,29.7,100.114,2023-11-29T21:29:15Z,1,scs-bgx-868
76.4,29.6,100.114,2023-11-29T21:30:15Z,1,scs-bgx-868
76.6,29.5,100.114,2023-11-29T21:31:15Z,1,scs-bgx-868
76.4,29.6,100.114,2023-11-29T21:32:15Z,1,scs-bgx-868
76.6,29.6,100.112,2023-11-29T21:33:15Z,1,scs-bgx-868
76.4,29.6,100.112,2023-11-29T21:34:15Z,1,scs-bgx-868
76.6,29.6,100.111,2023-11-29T21:35:15Z,1,scs-bgx-868
76.7,29.6,100.111,2023-11-29T21:36:15Z,1,scs-bgx-868
76.7,29.6,100.11,2023-11-29T21:37:15Z,1,scs-bgx-868
76.8,29.6,100.108,2023-11-29T21:38:15Z,1,scs-bgx-868
76.8,29.5,100.107,2023-11-29T21:39:15Z,1,scs-bgx-868
77,29.5,100.105,2023-11-29T21:40:15Z,1,scs-bgx-868
76.7,29.6,100.103,2023-11-29T21:41:15Z,1,scs-bgx-868
76.8,29.5,100.104,2023-11-29T21:42:15Z,1,scs-bgx-868
76.9,29.5,100.104,2023-11-29T21:43:15Z,1,scs-bgx-868
77.2,29.4,100.105,2023-11-29T21:44:15Z,1,scs-bgx-868
77.1,29.4,100.108,2023-11-29T21:45:15Z,1,scs-bgx-868
77.2,29.4,100.108,2023-11-29T21:46:15Z,1,scs-bgx-868
77,29.5,100.108,2023-11-29T21:47:15Z,1,scs-bgx-868
76.9,29.5,100.108,2023-11-29T21:48:15Z,1,scs-bgx-868
77,29.5,100.109,2023-11-29T21:49:15Z,1,scs-bgx-868
77.1,29.4,100.11,2023-11-29T21:50:15Z,1,scs-bgx-868
77.3,29.4,100.111,2023-11-29T21:51:15Z,1,scs-bgx-868
77.2,29.5,100.113,2023-11-29T21:52:15Z,1,scs-bgx-868
77.2,29.5,100.113,2023-11-29T21:53:15Z,1,scs-bgx-868
77,29.5,100.112,2023-11-29T21:54:15Z,1,scs-bgx-868
77,29.5,100.113,2023-11-29T21:55:15Z,1,scs-bgx-868
77.1,29.5,100.112,2023-11-29T21:56:15Z,1,scs-bgx-868
76.9,29.5,100.111,2023-11-29T21:57:15Z,1,scs-bgx-868
77,29.5,100.109,2023-11-29T21:58:15Z,1,scs-bgx-868
76.8,29.6,100.107,2023-11-29T21:59:15Z,1,scs-bgx-868
76.8,29.6,100.107,2023-11-29T22:00:15Z,1,scs-bgx-868
76.8,29.5,100.107,2023-11-29T22:01:15Z,1,scs-bgx-868
76.9,29.6,100.107,2023-11-29T22:02:15Z,1,scs-bgx-868
76.8,29.6,100.107,2023-11-29T22:03:15Z,1,scs-bgx-868
77,29.5,100.106,2023-11-29T22:04:15Z,1,scs-bgx-868
76.9,29.5,100.107,2023-11-29T22:05:15Z,1,scs-bgx-868
76.7,29.7,100.108,2023-11-29T22:06:15Z,1,scs-bgx-868
76.6,29.6,100.109,2023-11-29T22:07:15Z,1,scs-bgx-868
76.6,29.6,100.11,2023-11-29T22:08:15Z,1,scs-bgx-868
77,29.5,100.111,2023-11-29T22:09:15Z,1,scs-bgx-868
76.8,29.5,100.112,2023-11-29T22:10:15Z,1,scs-bgx-868
76.9,29.5,100.111,2023-11-29T22:11:15Z,1,scs-bgx-868
76.9,29.5,100.11,2023-11-29T22:12:15Z,1,scs-bgx-868
76.9,29.5,100.11,2023-11-29T22:13:15Z,1,scs-bgx-868
76.8,29.5,100.11,2023-11-29T22:14:15Z,1,scs-bgx-868
76.7,29.6,100.112,2023-11-29T22:15:15Z,1,scs-bgx-868
76.4,29.6,100.113,2023-11-29T22:16:15Z,1,scs-bgx-868
76.5,29.6,100.113,2023-11-29T22:17:15Z,1,scs-bgx-868
76.4,29.6,100.113,2023-11-29T22:18:15Z,1,scs-bgx-868
76.5,29.6,100.114,2023-11-29T22:19:15Z,1,scs-bgx-868
76.5,29.5,100.114,2023-11-29T22:20:15Z,1,scs-bgx-868
76.6,29.6,100.114,2023-11-29T22:21:15Z,1,scs-bgx-868
76.7,29.5,100.113,2023-11-29T22:22:15Z,1,scs-bgx-868
76.5,29.7,100.114,2023-11-29T22:23:15Z,1,scs-bgx-868
76.4,29.6,100.115,2023-11-29T22:24:15Z,1,scs-bgx-868
76.3,29.5,100.116,2023-11-29T22:25:15Z,1,scs-bgx-868
76.4,29.6,100.115,2023-11-29T22:26:15Z,1,scs-bgx-868
76.3,29.5,100.114,2023-11-29T22:27:15Z,1,scs-bgx-868
76.5,29.5,100.116,2023-11-29T22:28:15Z,1,scs-bgx-868
76.4,29.6,100.116,2023-11-29T22:29:15Z,1,scs-bgx-868
76.2,29.7,100.116,2023-11-29T22:30:15Z,1,scs-bgx-868
76.2,29.7,100.117,2023-11-29T22:31:15Z,1,scs-bgx-868
76.1,29.7,100.118,2023-11-29T22:32:15Z,1,scs-bgx-868
75.9,29.7,100.117,2023-11-29T22:33:15Z,1,scs-bgx-868
76.1,29.7,100.115,2023-11-29T22:34:15Z,1,scs-bgx-868
76.1,29.6,100.112,2023-11-29T22:35:15Z,1,scs-bgx-868
76.1,29.6,100.11,2023-11-29T22:36:15Z,1,scs-bgx-868
76.2,29.6,100.109,2023-11-29T22:37:15Z,1,scs-bgx-868
76.2,29.6,100.108,2023-11-29T22:38:15Z,1,scs-bgx-868
76.2,29.6,100.107,2023-11-29T22:39:15Z,1,scs-bgx-868
76,29.7,100.105,2023-11-29T22:40:15Z,1,scs-bgx-868
76,29.6,100.103,2023-11-29T22:41:15Z,1,scs-bgx-868
76.1,29.6,100.103,2023-11-29T22:42:15Z,1,scs-bgx-868
76.2,29.6,100.103,2023-11-29T22:43:15Z,1,scs-bgx-868
75.8,29.7,100.103,2023-11-29T22:44:15Z,1,scs-bgx-868
76.1,29.6,100.101,2023-11-29T22:45:15Z,1,scs-bgx-868
76.2,29.6,100.101,2023-11-29T22:46:15Z,1,scs-bgx-868
76.1,29.6,100.099,2023-11-29T22:47:15Z,1,scs-bgx-868
76.1,29.7,100.099,2023-11-29T22:48:15Z,1,scs-bgx-868
76.3,29.6,100.098,2023-11-29T22:49:15Z,1,scs-bgx-868
76.1,29.7,100.096,2023-11-29T22:50:15Z,1,scs-bgx-868
76.1,29.6,100.093,2023-11-29T22:51:15Z,1,scs-bgx-868
76.1,29.6,100.094,2023-11-29T22:52:15Z,1,scs-bgx-868
76.2,29.6,100.095,2023-11-29T22:53:15Z,1,scs-bgx-868
76.2,29.6,100.092,2023-11-29T22:54:15Z,1,scs-bgx-868
76.6,29.6,100.094,2023-11-29T22:55:15Z,1,scs-bgx-868
76.6,29.5,100.096,2023-11-29T22:56:15Z,1,scs-bgx-868
76.6,29.5,100.099,2023-11-29T22:57:15Z,1,scs-bgx-868
76.8,29.5,100.099,2023-11-29T22:58:15Z,1,scs-bgx-868
76.9,29.5,100.1,2023-11-29T22:59:15Z,1,scs-bgx-868
76.8,29.5,100.1,2023-11-29T23:00:15Z,1,scs-bgx-868
77,29.5,100.099,2023-11-29T23:01:15Z,1,scs-bgx-868
77.1,29.4,100.096,2023-11-29T23:02:15Z,1,scs-bgx-868
77.2,29.4,100.094,2023-11-29T23:03:15Z,1,scs-bgx-868
77.1,29.4,100.095,2023-11-29T23:04:15Z,1,scs-bgx-868
76.9,29.5,100.095,2023-11-29T23:05:15Z,1,scs-bgx-868
77,29.5,100.097,2023-11-29T23:06:15Z,1,scs-bgx-868
77.2,29.4,100.098,2023-11-29T23:07:15Z,1,scs-bgx-868
77,29.5,100.098,2023-11-29T23:08:15Z,1,scs-bgx-868
77.1,29.4,100.097,2023-11-29T23:09:15Z,1,scs-bgx-868
77.3,29.4,100.096,2023-11-29T23:10:15Z,1,scs-bgx-868
77.2,29.4,100.093,2023-11-29T23:11:15Z,1,scs-bgx-868
77.2,29.4,100.094,2023-11-29T23:12:15Z,1,scs-bgx-868
77.5,29.3,100.094,2023-11-29T23:13:15Z,1,scs-bgx-868
77.3,29.4,100.094,2023-11-29T23:14:15Z,1,scs-bgx-868
77.3,29.4,100.092,2023-11-29T23:15:15Z,1,scs-bgx-868
77.4,29.4,100.091,2023-11-29T23:16:15Z,1,scs-bgx-868
77.6,29.3,100.088,2023-11-29T23:17:15Z,1,scs-bgx-868
77.4,29.3,100.088,2023-11-29T23:18:15Z,1,scs-bgx-868
77.2,29.4,100.085,2023-11-29T23:19:15Z,1,scs-bgx-868
77.2,29.3,100.084,2023-11-29T23:20:15Z,1,scs-bgx-868
77.3,29.3,100.083,2023-11-29T23:21:15Z,1,scs-bgx-868
77.5,29.3,100.081,2023-11-29T23:22:15Z,1,scs-bgx-868
77.5,29.3,100.078,2023-11-29T23:23:15Z,1,scs-bgx-868
77.7,29.3,100.079,2023-11-29T23:24:15Z,1,scs-bgx-868
77.6,29.2,100.08,2023-11-29T23:25:15Z,1,scs-bgx-868
77.8,29.2,100.079,2023-11-29T23:26:15Z,1,scs-bgx-868
77.6,29.3,100.082,2023-11-29T23:27:15Z,1,scs-bgx-868
77.7,29.2,100.081,2023-11-29T23:28:15Z,1,scs-bgx-868
77.8,29.2,100.081,2023-11-29T23:29:15Z,1,scs-bgx-868
77.9,29.2,100.08,2023-11-29T23:30:15Z,1,scs-bgx-868
78,29.2,100.08,2023-11-29T23:31:15Z,1,scs-bgx-868
78,29.2,100.08,2023-11-29T23:32:15Z,1,scs-bgx-868
78,29.2,100.08,2023-11-29T23:33:15Z,1,scs-bgx-868
78.1,29.1,100.081,2023-11-29T23:34:15Z,1,scs-bgx-868
78,29.2,100.081,2023-11-29T23:35:15Z,1,scs-bgx-868
78.2,29.1,100.084,2023-11-29T23:36:15Z,1,scs-bgx-868
78.2,29.1,100.087,2023-11-29T23:37:15Z,1,scs-bgx-868
78.2,29.1,100.09,2023-11-29T23:38:15Z,1,scs-bgx-868
77.9,29.1,100.09,2023-11-29T23:39:15Z,1,scs-bgx-868
78.2,29,100.088,2023-11-29T23:40:15Z,1,scs-bgx-868
78.2,29.1,100.088,2023-11-29T23:41:15Z,1,scs-bgx-868
78.1,29.1,100.087,2023-11-29T23:42:15Z,1,scs-bgx-868
78.2,29.1,100.088,2023-11-29T23:43:15Z,1,scs-bgx-868
78.2,29,100.088,2023-11-29T23:44:15Z,1,scs-bgx-868
78.2,29,100.087,2023-11-29T23:45:15Z,1,scs-bgx-868
78,29.1,100.086,2023-11-29T23:46:15Z,1,scs-bgx-868
78.1,29,100.083,2023-11-29T23:47:15Z,1,scs-bgx-868
78.4,29,100.083,2023-11-29T23:48:15Z,1,scs-bgx-868
78.4,29,100.082,2023-11-29T23:49:15Z,1,scs-bgx-868
78.5,29,100.081,2023-11-29T23:50:15Z,1,scs-bgx-868
78.5,28.9,100.082,2023-11-29T23:51:15Z,1,scs-bgx-868
78.4,28.9,100.083,2023-11-29T23:52:15Z,1,scs-bgx-868
78.6,28.9,100.079,2023-11-29T23:53:15Z,1,scs-bgx-868
78.6,28.9,100.078,2023-11-29T23:54:15Z,1,scs-bgx-868
78.5,29,100.075,2023-11-29T23:55:15Z,1,scs-bgx-868
78.5,28.9,100.075,2023-11-29T23:56:15Z,1,scs-bgx-868
78.7,28.9,100.075,2023-11-29T23:57:15Z,1,scs-bgx-868
78.6,28.8,100.075,2023-11-29T23:58:15Z,1,scs-bgx-868
78.6,28.8,100.072,2023-11-29T23:59:15Z,1,scs-bgx-868
78.9,28.8,100.07,2023-11-30T00:00:15Z,1,scs-bgx-868
78.8,28.8,100.068,2023-11-30T00:01:15Z,1,scs-bgx-868
78.7,28.9,100.068,2023-11-30T00:02:15Z,1,scs-bgx-868
78.8,28.8,100.067,2023-11-30T00:03:15Z,1,scs-bgx-868
78.9,28.7,100.066,2023-11-30T00:04:15Z,1,scs-bgx-868
78.8,28.8,100.065,2023-11-30T00:05:15Z,1,scs-bgx-868
78.8,28.8,100.062,2023-11-30T00:06:15Z,1,scs-bgx-868
79,28.8,100.06,2023-11-30T00:07:15Z,1,scs-bgx-868
78.6,28.8,100.06,2023-11-30T00:08:15Z,1,scs-bgx-868
78.8,28.8,100.059,2023-11-30T00:09:15Z,1,scs-bgx-868
78.9,28.7,100.059,2023-11-30T00:10:15Z,1,scs-bgx-868
78.8,28.8,100.058,2023-11-30T00:11:15Z,1,scs-bgx-868
78.8,28.8,100.058,2023-11-30T00:12:15Z,1,scs-bgx-868
78.8,28.8,100.058,2023-11-30T00:13:15Z,1,scs-bgx-868
78.8,28.7,100.058,2023-11-30T00:14:15Z,1,scs-bgx-868
78.8,28.7,100.061,2023-11-30T00:15:15Z,1,scs-bgx-868
78.9,28.8,100.063,2023-11-30T00:16:15Z,1,scs-bgx-868
78.8,28.7,100.064,2023-11-30T00:17:15Z,1,scs-bgx-868
78.9,28.7,100.065,2023-11-30T00:18:15Z,1,scs-bgx-868
78.9,28.7,100.066,2023-11-30T00:19:15Z,1,scs-bgx-868
78.7,28.7,100.065,2023-11-30T00:20:15Z,1,scs-bgx-868
78.8,28.7,100.066,2023-11-30T00:21:15Z,1,scs-bgx-868
78.8,28.7,100.065,2023-11-30T00:22:15Z,1,scs-bgx-868
78.7,28.7,100.066,2023-11-30T00:23:15Z,1,scs-bgx-868
78.8,28.7,100.063,2023-11-30T00:24:15Z,1,scs-bgx-868
78.9,28.7,100.06,2023-11-30T00:25:15Z,1,scs-bgx-868
78.6,28.7,100.057,2023-11-30T00:26:15Z,1,scs-bgx-868
78.6,28.7,100.054,2023-11-30T00:27:15Z,1,scs-bgx-868
78.7,28.7,100.055,2023-11-30T00:28:15Z,1,scs-bgx-868
78.6,28.6,100.055,2023-11-30T00:29:15Z,1,scs-bgx-868
78.6,28.7,100.054,2023-11-30T00:30:15Z,1,scs-bgx-868
78.8,28.7,100.052,2023-11-30T00:31:15Z,1,scs-bgx-868
78.8,28.7,100.047,2023-11-30T00:32:15Z,1,scs-bgx-868
78.7,28.6,100.046,2023-11-30T00:33:15Z,1,scs-bgx-868
79,28.6,100.043,2023-11-30T00:34:15Z,1,scs-bgx-868
78.9,28.6,100.044,2023-11-30T00:35:15Z,1,scs-bgx-868
79.1,28.6,100.042,2023-11-30T00:36:15Z,1,scs-bgx-868
79,28.6,100.042,2023-11-30T00:37:15Z,1,scs-bgx-868
79,28.6,100.039,2023-11-30T00:38:15Z,1,scs-bgx-868
78.7,28.7,100.036,2023-11-30T00:39:15Z,1,scs-bgx-868
78.9,28.6,100.032,2023-11-30T00:40:15Z,1,scs-bgx-868
79,28.5,100.03,2023-11-30T00:41:15Z,1,scs-bgx-868
79,28.6,100.027,2023-11-30T00:42:15Z,1,scs-bgx-868
78.9,28.5,100.026,2023-11-30T00:43:15Z,1,scs-bgx-868
78.9,28.5,100.027,2023-11-30T00:44:15Z,1,scs-bgx-868
78.9,28.5,100.027,2023-11-30T00:45:15Z,1,scs-bgx-868
79.1,28.5,100.027,2023-11-30T00:46:15Z,1,scs-bgx-868
78.9,28.5,100.026,2023-11-30T00:47:15Z,1,scs-bgx-868
79.1,28.5,100.025,2023-11-30T00:48:15Z,1,scs-bgx-868
79,28.5,100.025,2023-11-30T00:49:15Z,1,scs-bgx-868
79.1,28.5,100.026,2023-11-30T00:50:15Z,1,scs-bgx-868
79,28.4,100.024,2023-11-30T00:51:15Z,1,scs-bgx-868
79.2,28.5,100.023,2023-11-30T00:52:15Z,1,scs-bgx-868
79,28.5,100.022,2023-11-30T00:53:15Z,1,scs-bgx-868
79,28.5,100.02,2023-11-30T00:54:15Z,1,scs-bgx-868
79.1,28.5,100.019,2023-11-30T00:55:15Z,1,scs-bgx-868
79,28.5,100.016,2023-11-30T00:56:15Z,1,scs-bgx-868
78.9,28.4,100.016,2023-11-30T00:57:15Z,1,scs-bgx-868
79,28.5,100.015,2023-11-30T00:58:15Z,1,scs-bgx-868
79,28.5,100.016,2023-11-30T00:59:15Z,1,scs-bgx-868
79,28.5,100.016,2023-11-30T01:00:15Z,1,scs-bgx-868
79,28.4,100.016,2023-11-30T01:01:15Z,1,scs-bgx-868
78.9,28.5,100.015,2023-11-30T01:02:15Z,1,scs-bgx-868
79.1,28.5,100.013,2023-11-30T01:03:15Z,1,scs-bgx-868
78.9,28.5,100.012,2023-11-30T01:04:15Z,1,scs-bgx-868
78.8,28.6,100.01,2023-11-30T01:05:15Z,1,scs-bgx-868
78.8,28.5,100.009,2023-11-30T01:06:15Z,1,scs-bgx-868
78.9,28.5,100.008,2023-11-30T01:07:15Z,1,scs-bgx-868
78.9,28.5,100.01,2023-11-30T01:08:15Z,1,scs-bgx-868
79.2,28.4,100.01,2023-11-30T01:09:15Z,1,scs-bgx-868
78.9,28.5,100.01,2023-11-30T01:10:15Z,1,scs-bgx-868
79,28.5,100.009,2023-11-30T01:11:15Z,1,scs-bgx-868
78.9,28.5,100.01,2023-11-30T01:12:15Z,1,scs-bgx-868
79,28.5,100.01,2023-11-30T01:13:15Z,1,scs-bgx-868
79,28.5,100.009,2023-11-30T01:14:15Z,1,scs-bgx-868
78.9,28.5,100.008,2023-11-30T01:15:15Z,1,scs-bgx-868
78.9,28.5,100.007,2023-11-30T01:16:15Z,1,scs-bgx-868
79.2,28.4,100.009,2023-11-30T01:17:15Z,1,scs-bgx-868
78.9,28.4,100.008,2023-11-30T01:18:15Z,1,scs-bgx-868
79,28.4,100.007,2023-11-30T01:19:15Z,1,scs-bgx-868
79.1,28.4,100.007,2023-11-30T01:20:15Z,1,scs-bgx-868
79.2,28.3,100.006,2023-11-30T01:21:15Z,1,scs-bgx-868
79.4,28.3,100.006,2023-11-30T01:22:15Z,1,scs-bgx-868
79.4,28.4,100.006,2023-11-30T01:23:15Z,1,scs-bgx-868
79.3,28.3,100.006,2023-11-30T01:24:15Z,1,scs-bgx-868
79.4,28.3,100.006,2023-11-30T01:25:15Z,1,scs-bgx-868
79.6,28.2,100.005,2023-11-30T01:26:15Z,1,scs-bgx-868
79.5,28.3,100.003,2023-11-30T01:27:15Z,1,scs-bgx-868
79.4,28.3,100.001,2023-11-30T01:28:15Z,1,scs-bgx-868
79.8,28.1,100.003,2023-11-30T01:29:15Z,1,scs-bgx-868
79.7,28.2,100.006,2023-11-30T01:30:15Z,1,scs-bgx-868
79.6,28.2,100.006,2023-11-30T01:31:15Z,1,scs-bgx-868
79.6,28.2,100.004,2023-11-30T01:32:15Z,1,scs-bgx-868
79.5,28.2,100.003,2023-11-30T01:33:15Z,1,scs-bgx-868
79.5,28.3,100,2023-11-30T01:34:15Z,1,scs-bgx-868
79.6,28.2,99.998,2023-11-30T01:35:15Z,1,scs-bgx-868
79.4,28.2,99.998,2023-11-30T01:36:15Z,1,scs-bgx-868
79.7,28.2,99.998,2023-11-30T01:37:15Z,1,scs-bgx-868
79.7,28.2,99.996,2023-11-30T01:38:15Z,1,scs-bgx-868
79.7,28.2,99.994,2023-11-30T01:39:15Z,1,scs-bgx-868
79.7,28.2,99.991,2023-11-30T01:40:15Z,1,scs-bgx-868
79.7,28.2,99.989,2023-11-30T01:41:15Z,1,scs-bgx-868
79.8,28.1,99.988,2023-11-30T01:42:15Z,1,scs-bgx-868
79.6,28.1,99.986,2023-11-30T01:43:15Z,1,scs-bgx-868
79.8,28.1,99.985,2023-11-30T01:44:15Z,1,scs-bgx-868
79.8,28.1,99.982,2023-11-30T01:45:15Z,1,scs-bgx-868
79.8,28.2,99.978,2023-11-30T01:46:15Z,1,scs-bgx-868
80,28.1,99.976,2023-11-30T01:47:15Z,1,scs-bgx-868
79.9,28.1,99.973,2023-11-30T01:48:15Z,1,scs-bgx-868
80,28.1,99.972,2023-11-30T01:49:15Z,1,scs-bgx-868
79.9,28,99.972,2023-11-30T01:50:15Z,1,scs-bgx-868
80,28.1,99.971,2023-11-30T01:51:15Z,1,scs-bgx-868
80.1,28,99.97,2023-11-30T01:52:15Z,1,scs-bgx-868
80.2,28,99.97,2023-11-30T01:53:15Z,1,scs-bgx-868
80.2,28,99.968,2023-11-30T01:54:15Z,1,scs-bgx-868
80,28.1,99.969,2023-11-30T01:55:15Z,1,scs-bgx-868
80.2,28,99.97,2023-11-30T01:56:15Z,1,scs-bgx-868
80.2,28,99.969,2023-11-30T01:57:15Z,1,scs-bgx-868
80.3,28,99.967,2023-11-30T01:58:15Z,1,scs-bgx-868
80.4,28,99.963,2023-11-30T01:59:15Z,1,scs-bgx-868
80.4,28,99.959,2023-11-30T02:00:15Z,1,scs-bgx-868
80.3,28,99.959,2023-11-30T02:01:15Z,1,scs-bgx-868
80.5,28.1,99.957,2023-11-30T02:02:15Z,1,scs-bgx-868
80.3,28,99.96,2023-11-30T02:03:15Z,1,scs-bgx-868
80.5,28,99.957,2023-11-30T02:04:15Z,1,scs-bgx-868
80.7,27.9,99.959,2023-11-30T02:05:15Z,1,scs-bgx-868
80.6,28,99.959,2023-11-30T02:06:15Z,1,scs-bgx-868
80.6,27.9,99.957,2023-11-30T02:07:15Z,1,scs-bgx-868
80.5,27.9,99.958,2023-11-30T02:08:15Z,1,scs-bgx-868
80.6,28,99.955,2023-11-30T02:09:15Z,1,scs-bgx-868
80.9,27.9,99.952,2023-11-30T02:10:15Z,1,scs-bgx-868
80.8,27.9,99.952,2023-11-30T02:11:15Z,1,scs-bgx-868
80.7,27.9,99.951,2023-11-30T02:12:15Z,1,scs-bgx-868
80.8,28,99.95,2023-11-30T02:13:15Z,1,scs-bgx-868
80.8,28,99.95,2023-11-30T02:14:15Z,1,scs-bgx-868
80.5,27.9,99.95,2023-11-30T02:15:15Z,1,scs-bgx-868
80.7,28,99.95,2023-11-30T02:16:15Z,1,scs-bgx-868
80.7,28,99.95,2023-11-30T02:17:15Z,1,scs-bgx-868
80.8,27.9,99.95,2023-11-30T02:18:15Z,1,scs-bgx-868
80.6,28,99.95,2023-11-30T02:19:15Z,1,scs-bgx-868
80.8,27.9,99.948,2023-11-30T02:20:15Z,1,scs-bgx-868
80.8,27.9,99.949,2023-11-30T02:21:15Z,1,scs-bgx-868
80.7,27.9,99.949,2023-11-30T02:22:15Z,1,scs-bgx-868
80.8,28,99.952,2023-11-30T02:23:15Z,1,scs-bgx-868
80.9,27.9,99.952,2023-11-30T02:24:15Z,1,scs-bgx-868
80.8,28,99.954,2023-11-30T02:25:15Z,1,scs-bgx-868
80.9,28,99.953,2023-11-30T02:26:15Z,1,scs-bgx-868
80.9,28,99.954,2023-11-30T02:27:15Z,1,scs-bgx-868
80.8,28,99.955,2023-11-30T02:28:15Z,1,scs-bgx-868
80.8,28,99.957,2023-11-30T02:29:15Z,1,scs-bgx-868
80.9,28,99.958,2023-11-30T02:30:15Z,1,scs-bgx-868
81,28,99.956,2023-11-30T02:31:15Z,1,scs-bgx-868
80.9,28,99.956,2023-11-30T02:32:15Z,1,scs-bgx-868
81,27.9,99.957,2023-11-30T02:33:15Z,1,scs-bgx-868
81,28,99.957,2023-11-30T02:34:15Z,1,scs-bgx-868
81.1,27.9,99.958,2023-11-30T02:35:15Z,1,scs-bgx-868
81,28,99.958,2023-11-30T02:36:15Z,1,scs-bgx-868
81.1,28,99.958,2023-11-30T02:37:15Z,1,scs-bgx-868
81.2,27.9,99.957,2023-11-30T02:38:15Z,1,scs-bgx-868
81.1,27.9,99.957,2023-11-30T02:39:15Z,1,scs-bgx-868
81.1,27.9,99.957,2023-11-30T02:40:15Z,1,scs-bgx-868
81.1,28,99.958,2023-11-30T02:41:15Z,1,scs-bgx-868
81.2,27.9,99.958,2023-11-30T02:42:15Z,1,scs-bgx-868
81.4,27.9,99.957,2023-11-30T02:43:15Z,1,scs-bgx-868
81.4,27.9,99.956,2023-11-30T02:44:15Z,1,scs-bgx-868
81.3,27.9,99.956,2023-11-30T02:45:15Z,1,scs-bgx-868
81.2,28,99.956,2023-11-30T02:46:15Z,1,scs-bgx-868
81.3,27.9,99.956,2023-11-30T02:47:15Z,1,scs-bgx-868
81.4,27.9,99.956,2023-11-30T02:48:15Z,1,scs-bgx-868
81.5,27.9,99.955,2023-11-30T02:49:15Z,1,scs-bgx-868
81.5,27.9,99.953,2023-11-30T02:50:15Z,1,scs-bgx-868
81.6,27.9,99.954,2023-11-30T02:51:15Z,1,scs-bgx-868
81.4,27.9,99.954,2023-11-30T02:52:15Z,1,scs-bgx-868
81.2,28,99.955,2023-11-30T02:53:15Z,1,scs-bgx-868
81.3,27.9,99.957,2023-11-30T02:54:15Z,1,scs-bgx-868
81.4,27.9,99.958,2023-11-30T02:55:15Z,1,scs-bgx-868
81.5,27.8,99.959,2023-11-30T02:56:15Z,1,scs-bgx-868
81.3,27.9,99.956,2023-11-30T02:57:15Z,1,scs-bgx-868
81.5,27.9,99.955,2023-11-30T02:58:15Z,1,scs-bgx-868
81.6,27.8,99.955,2023-11-30T02:59:15Z,1,scs-bgx-868
81.6,27.8,99.953,2023-11-30T03:00:15Z,1,scs-bgx-868
81.5,27.9,99.953,2023-11-30T03:01:15Z,1,scs-bgx-868
81.5,27.9,99.951,2023-11-30T03:02:15Z,1,scs-bgx-868
81.4,27.9,99.954,2023-11-30T03:03:15Z,1,scs-bgx-868
81.4,27.9,99.955,2023-11-30T03:04:15Z,1,scs-bgx-868
81.4,27.9,99.956,2023-11-30T03:05:15Z,1,scs-bgx-868
81.5,27.9,99.957,2023-11-30T03:06:15Z,1,scs-bgx-868
81.3,27.9,99.957,2023-11-30T03:07:15Z,1,scs-bgx-868
81.3,27.9,99.959,2023-11-30T03:08:15Z,1,scs-bgx-868
81.4,27.8,99.958,2023-11-30T03:09:15Z,1,scs-bgx-868
81.4,27.8,99.958,2023-11-30T03:10:15Z,1,scs-bgx-868
81.3,27.8,99.957,2023-11-30T03:11:15Z,1,scs-bgx-868
81.5,27.8,99.957,2023-11-30T03:12:15Z,1,scs-bgx-868
81.4,27.8,99.956,2023-11-30T03:13:15Z,1,scs-bgx-868
81.5,27.8,99.957,2023-11-30T03:14:15Z,1,scs-bgx-868
81.5,27.8,99.957,2023-11-30T03:15:15Z,1,scs-bgx-868
