location_id,location_created,location_modified,location_location,location_latitude,location_longitude,location_altitude,location_indoor,location_street_name,location_street_number,location_postalcode,location_city,location_country,location_traffic_in_area,location_oven_in_area,location_industry_in_area,location_description,location_timestamp,location_owner,timestamp,sensordatavalues_0_value_type,sensordatavalues_0_value,sensordatavalues_1_value_type,sensordatavalues_1_value,sensordatavalues_2_value_type,sensordatavalues_2_value
3614,2023-09-12T19:41:27.633757Z,2023-09-13T06:59:18.998522Z,Afri-SET (1),5.651362427,-0.185811011,,FALSE,"Physics Department, University of Ghana",,,Accra,Ghana,1,0,0,"sensor 1 at Afri-Set evaluation site,",2023-09-12T19:35:23Z,34,2023-11-22T20:04:36.981044Z,P2,10.25,P1,10.75,P0,7
